Article Title,Author Full Names,Source Title,Publication Year,DOI Link,Abstract,Design Discipline,Data About,Data Modality,AI methods,"AI Assistance Types (Lee and Kim, 2025)",Design Practice/Task,Notes,Questions ,processed_abstract,x,y
The artistic design of user interaction experience for mobile systems based on context-awareness and machine learning,"Liu, Lina",NEURAL COMPUTING & APPLICATIONS,2022,http://dx.doi.org/10.1007/s00521-021-06160-x,"This paper investigates the art design of user interaction experience in mobile systems through the methods of contextual perception and machine learning. The theoretical foundations for the design of intangible cultural heritage interactive display resources include digital display theory, intangible cultural heritage education theory, embodied cognition theory, and gamification design theory. Based on the modelling and analysis of the theoretical foundations, the design principles are derived, including the heritage education principle, the somatic interaction design principle, and the content design principle. In this paper, we use ontologies to construct user knowledge models, fuse multi-situational similarity metrics, screen out candidate neighbour sets through preliminary screening, then combine the user's activity to construct time-based weight tensor scores, use tensor decomposition to obtain recommendation evaluation values, and finally use the recommendation evaluation values to make artistic recommendations. The experimental results show that the algorithm can still obtain a good recommendation implementation in the case of extremely sparse data. The analysis of the fit between augmented reality and folk art appreciation class, as well as the reference to relevant application cases, make design and practice of augmented reality application in folk art appreciation class, try to solve the common problems in folk art appreciation class, analyse the feedback effect and make a summary and outlook.",UI/UX Design,Behavioral-based,Image,"Traditional ML (tensor decomposition, ontologies)",Prediction,Develop,,,investigate art interaction experience mobile contextual perception machine learning theoretical foundation intangible cultural heritage interactive display resource include digital display theory intangible cultural heritage education theory embody cognition theory gamification theory base modelling theoretical foundation principle derive include heritage education principle somatic interaction principle content principle use ontology construct knowledge fuse multi situational similarity metric screen candidate neighbour set preliminary screening combine activity construct time base weight tensor score use tensor decomposition obtain recommendation value use recommendation value artistic recommendation experimental obtain good recommendation implementation case sparse datum fit augmented reality folk art appreciation class reference relevant case practice augmented reality folk art appreciation class try solve common problem folk art appreciation class feedback effect summary outlook,-2.1288128,0.024005512
ITIU: Intention Understanding via Interactive Table in Large Language Models,"Liao, Zenghua; Liao, Jinzhi; Zhao, Xiang","PROCEEDINGS OF THE 33RD ACM INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT, CIKM 2024",2024,http://dx.doi.org/10.1145/3627673.3679688,"Large language models (LLMs) have shown impressive success in various applications. However, they encounter issues in accurately understanding user intentions, thereby impeding the successful accomplishment of tasks. The pioneering study tackles intention understanding through iteratively interacting with users to enhance response quality; however, it fails to identify the notorious challenges associated with the task, where efficiency and accuracy are paramount for ensuring optimal user experience. To address these challenges, we introduce a new interactive table based intention understanding (ITIU) framework, which refers to and implements non-linear thinking in psychology such that details of intention are parallelly generated. Specifically, in the table interacting design phase, ITIU first brainstorms a more concrete intention table relevant to user instructions and subsequently incorporates a rule-based supervision mechanism to enhance the accuracy of its content. In the specialized model training phase, we obtain the procedural records generated by ITIU to develop a specialized upstream interactive intention understanding model. The specialized model replaces internal steps within the original interaction design for further efficiency improvement. Comprehensive experimental results demonstrate that ITIU significantly outperforms existing intention understanding methods, particularly in terms of interaction efficiency and intention understanding accuracy. Furthermore, whether integrated into the open-source LLaMA or powerful LLMs like GPT-4 and Claude-3, ITIU shows significant performance improvements. All the data and codes are released(1).",Service Design /System Design/ Business design,Behavioral-based,Text,"Gen AI (LLMs, GPT-4, Claude-3, LLaMA)",Multiple (Coordination + Sense making),Develop,,,large language llm impressive success encounter issue understand intention impede successful accomplishment task pioneering tackle intention understanding interact enhance response quality fail identify notorious challenge associate task efficiency accuracy paramount ensure optimal experience address challenge introduce new interactive table base intention understanding itiu refer implement non linear thinking psychology detail intention generate table interact phase itiu brainstorm concrete intention table relevant instruction incorporate rule base supervision mechanism enhance accuracy content specialized training phase obtain procedural record generate itiu specialized interactive intention understanding specialized replace internal step original interaction efficiency improvement comprehensive experimental demonstrate itiu outperform exist intention understanding term interaction efficiency intention understand accuracy integrate open source llama powerful llm gpt-4 itiu significant improvement datum code,-1.3783492,-0.095569074
CUI@CHI: Mapping Grand Challenges for the Conversational User Interface Community,"Candello, Heloisa; Munteanu, Cosmin; Clark, Leigh; Sin, Jaisie; Ines Torres, Maria; Porcheron, Martin; Myers, Chelsea M.; Cowan, Benjamin; Fischer, Joel; Schloegl, Stephan; Murad, Christine; Reeves, Stuart",CHI'20: EXTENDED ABSTRACTS OF THE 2020 CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS,2020,http://dx.doi.org/10.1145/3334480.3375152,"The aim of this workshop is twofold. First, it aims to grow critical mass in Conversational User Interfaces (CUI) research by mapping the grand challenges in designing and researching these interactions. Second, this workshop is intended to further build the CUI community with these challenges in mind, whilst also growing CUI research presence at CHI. In particular, the workshop will survey and map topics such as: interaction design for text and voice-based CUI; the interplay between engineering efforts such as in Natural language Processing (NLP) and the design of CUI; practical CUI applications (e.g. human-robot interaction, public spaces, hands-free and wearables); and social, contextual, and cultural aspects of CUI design (e.g. ethics, privacy, trust, information exploration, persuasion, well-being, or decision-making, marginalized users). By drawing from the diverse interdisciplinary expertise that defines CHI, we are proposing this workshop as a platform on which to build a community that is better equipped to tackle an emerging field that is rapidly-evolving, yet is under-studied - especially as the commercial advances seem to outpace the scholarly research in this space.",UI/UX Design,Generated,Multimodal (Text + Audio),Exploratory data analysis,Sense making,Discovery,,,aim workshop twofold aim grow critical mass conversational interface cui map grand challenge interaction second workshop intend build cui community challenge mind grow cui presence particular workshop survey map topic interaction text voice base cui interplay engineering effort natural language processing cui practical cui human robot interaction public space hand free wearable social contextual cultural aspect ethic privacy trust information exploration persuasion decision making marginalized draw diverse interdisciplinary expertise define workshop platform build community equip tackle emerge field evolve commercial advance outpace scholarly space,-0.66724765,0.509585
Generating educational mobile applications using UIDPs identified by artificial intelligence techniques,"Nely Sanchez-Morales, Laura; Alor-Hernandez, Giner; Yarel Rosales-Morales, Viviana; Augusto Cortes-Camarillo, Cesar; Luis Sanchez-Cervantes, Jose",COMPUTER STANDARDS & INTERFACES,2020,http://dx.doi.org/10.1016/j.csi.2019.103407,"Commercial mobile devices vary in brand, size, and functionalities, but they all allow people to interact with educational applications. In software engineering, application development techniques, approaches, methodologies, and processes (e.g., BBD, FDD, RAD, DDD) are often time consuming, costly, or aim at expert developers - which implies that users outside the software development field (e.g., teachers) need great practice to become experienced application developers. This work proposes an artificial-intelligence-based process for generating educational mobile apps from freehand-generated images. The images' design is based on User Interface Design Pattern (UIDP) representations. As a proof of concept, we introduce EduMatic, an application development tool. To test our process, we assessed Wiki-Comp, an application built with EduMatic, along with three other external educational applications: Khan Academy, Wiki encyclopedia, and Kiwix. According to the evaluation results, Wiki-Comp outstands in functionality, usability, and performance aspects.",UI/UX Design,Generated,Image,Traditional ML (shallow models),Design generation,Develop,,,commercial device vary brand size functionality allow people interact educational software engineering development methodology bbd time consume costly aim expert developer imply software development field teacher need great practice experienced developer work artificial intelligence base generate educational mobile app freehand generate image image base interface pattern representation proof concept introduce edumatic development tool test assess wiki comp build edumatic external educational wiki encyclopedia kiwix accord wiki comp outstand functionality usability aspect,-2.726524,1.3496815
A training and assessment system for human-computer interaction combining fNIRS and eye-tracking data,"Qu, Jing; Bu, Lingguo; Zhao, Lei; Wang, Yonghui",ADVANCED ENGINEERING INFORMATICS,2024,http://dx.doi.org/10.1016/j.aei.2024.102765,"In the domain of engineering interactive product design, the optimization of Human-Computer Interaction (HCI) is central to enhancing user experience and system efficiency. Notably, the application of cognitive load theory holds significant prominence in this field. Efficient evaluation of cognitive load not only facilitates the optimization of resource management and task allocation, but is also the key to creating a fluent interactive experience. With the advancement of Artificial Intelligence (AI) and physiological measurement technologies, new methodologies have emerged to measure and understand cognitive load. This research introduces a system for HCI training and assessment. The system, through the development of digital memory paradigms, induces and verifies varying levels of cognitive load with precision, thereby providing data-driven insights for HCI design. Specifically, this study constructs an AI-assisted multimodal cognitive load assessment framework, integrating physiological data collected from Functional Near-Infrared Spectroscopy (fNIRS) and eye-tracking technologies. By extracting and analyzing 29 physiological features, including channel features, graph-theoretic features, and features pertaining to eyelid and iris movements, we propose an innovative multimodal recognition approach to classify cognitive load across individuals. The experimental results not only verified the validity of the method, but also revealed changes in physiological patterns at different levels of cognitive load. In particular, the significant potential of the fNIRS feature in band I. This discovery suggests that we can monitor and predict cognitive load with greater precision through physiological signals, hence optimizing the design of HCI systems to alleviate user strain, prevent information overload, and enhance the naturalness and intuitiveness of interaction.",UI/UX Design,Physiological,Multimodal (Time Series + Physiological signals),Traditional ML (multimodal recognition approach),Multiple (Prediction + Decision making),Define,,,domain engineering interactive optimization human computer interaction hci central enhance experience efficiency cognitive load theory hold significant prominence field efficient cognitive load facilitate optimization resource management task allocation key create fluent interactive experience advancement artificial intelligence physiological measurement technology new methodology emerge measure understand cognitive load introduce hci training assessment development digital memory paradigm induce verifie vary level cognitive load precision provide drive insight hci construct assist multimodal cognitive load assessment integrate physiological datum collect functional infrared spectroscopy fnir eye track technology extract analyze physiological feature include channel feature graph theoretic feature feature pertain eyelid iris movement innovative multimodal recognition classify cognitive load individual experimental verify validity reveal change physiological pattern different level cognitive load particular significant potential fnir feature band discovery suggest monitor predict cognitive load great precision physiological signal optimize hci alleviate strain prevent information overload enhance naturalness intuitiveness interaction,-2.2350323,2.3694277
Beyond Manual Modeling: Automating GUI Model Generation Using Design Documents,"Cao, Shaoheng; Chen, Renyi; Pan, Minxue; Yang, Wenhua; Li, Xuandong","PROCEEDINGS OF 2024 39TH ACM/IEEE INTERNATIONAL CONFERENCE ON AUTOMATED SOFTWARE ENGINEERING, ASE 2024",2024,http://dx.doi.org/10.1145/3691620.3695032,"GUI models encapsulate the desired visual appearance and interactive behaviors of applications, facilitating various downstream tasks like model-based testing (MBT). Manually constructing high-quality GUI models is not only labor-intensive and costly but also prone to errors, particularly as applications evolve and require frequent model updates. Existing automated approaches for GUI model generation heavily rely on reverse engineering, where the models are abstractions of the code. As a result, they are not suitable for MBT to test functional issues because they are consistent with the code. Meanwhile, valuable development artifacts such as UI/UX design documents, which reflect design intentions, are often overlooked. In this paper, a novel approach named DemGen is proposed to seek a unique pathway for GUI model generation. Leveraging design documents, DemGen employs computer vision pre-trained models in conjunction with a rule-based correction mechanism to identify GUI elements and their intended behaviors as defined in those documents. Subsequently, the identified content is transformed into a formal GUI model adhering to the IFML modeling language. Our evaluation, conducted in collaboration with an industry partner on commercial applications, demonstrates the effectiveness and efficiency of DemGen in GUI element recognition and GUI model generation. Moreover, we conducted a comparative analysis of manual, automated, and hybrid modeling techniques, assessing the usefulness of generated models on MBT tasks.",UI/UX Design,Product-based,Image,Deep models (computer vision pre-trained models),Design generation,Develop,,,gui encapsulate desire visual appearance interactive behavior facilitate downstream task base testing mbt construct high quality gui labor intensive costly prone error evolve require frequent update exist automate gui generation rely reverse engineering abstraction code suitable mbt test functional issue consistent code valuable development artifact document reflect intention overlook novel name seek unique pathway gui generation leverage document demgen employ computer vision pre train conjunction rule base correction mechanism identify gui element intended behavior define document identify content transform formal gui adhere ifml modeling language conduct collaboration industry partner commercial demonstrate effectiveness efficiency demgen gui element recognition gui generation conduct comparative manual automate hybrid modeling assess usefulness generate mbt task,-2.5215971,0.89295304
Exploring the impact of integrated design on employee learning engagement in the ubiquitous learning context: A deep learning-based hybrid multistage approach,"Shang, Dawei; Zhang, Caiyi; Jin, Li",COMPUTERS IN HUMAN BEHAVIOR,2025,http://dx.doi.org/10.1016/j.chb.2024.108468,"Learning engagement has received the attention of academics and practitioners; however, studies on employee learning engagement are limited. Based on an integrated hardware-software-value-design perspective and domain-specific innovativeness theory, we developed and tested a theoretical framework using a novel and hybrid multistage approach combining a partial least squares (PLS) structural equation model (SEM) and artificial neural networks from deep learning. We used multigroup analysis (PLS-MGA-ANN), which examines key integrated design elements and domain-specific innovativeness drivers of employee learning engagement in ubiquitous learning context. According to a sample of learners' responses, the linear PLS-SEM results demonstrated that (a) integrating design elements, including perceived compatibility, familiarity, value, and user interface design, had a direct impact on domain-specific innovativeness; (b) domain-specific innovativeness had a direct impact on employee learning engagement and played a mediating role in the relationship between integrating design elements and employee learning engagement; and (c) copresence moderated the relationships between domain-specific innovativeness and employee learning engagement. Furthermore, through the evaluation of nonlinear models of the neural network, perceived compatibility and value revealed nonlinear average importance. Practical and theoretical implications are discussed.",UI/UX Design,Perception,Text,Deep models (artificial neural networks),Sense making,Discovery,,,learning engagement receive attention academic practitioner employee learning engagement limited base integrate hardware software value perspective domain specific innovativeness theory test theoretical novel hybrid multistage combine partial square pls structural equation artificial neural network deep learning pls mga examine key integrate element domain specific innovativeness driver employee learning engagement ubiquitous learn context accord sample learner response linear pls sem demonstrate integrate element include perceive compatibility familiarity value interface direct impact domain specific innovativeness domain specific innovativeness direct impact employee learning engagement play mediating role relationship integrate element employee learning engagement copresence moderate relationship domain specific innovativeness employee learning engagement nonlinear neural network perceive compatibility value reveal nonlinear average importance practical theoretical implication discuss,-2.9299595,0.1602983
(Re-)connecting with Nature in Urban Life: Engaging with Wildlife via AI-powered Wearables,"Li, Zhuying; Cheng, Si; Wang, Wei; Zhang, Min-Ling","ADJUNCT PUBLICATION OF THE 24TH ACM INTERNATIONAL CONFERENCE ON HUMAN-COMPUTER INTERACTION WITH MOBILE DEVICES AND SERVICES, MOBILEHCI 2022",2022,http://dx.doi.org/10.1145/3528575.3551435,"Connecting with nature is essential for our health and well-being. However, we are getting less connected with nature today because of urbanization. Considering urban is where human and other species co-habit, we believe there is an opportunity to design interactive technologies to engage urban residents with those wild species to deepen the residents' connection with nature in their daily life. In this paper, we present GoChirp, an always-available AI-powered wearable device that connects users with nature by engaging them with surrounding wild birds. GoChirp embeds machine learning techniques to detect surrounding birds by recognizing birds' chirping sound. The device brings the birds to users' attention via haptic feedback that mimics the bird flapping. GoChirp comes with a mobile APP that supports users to take photos and identifying the species of the bird showing in the photo. With GoChirp, we hope to further the understanding of interaction design for connecting people with nature and inspire designers to consider the role of always-available technology in supporting human-nature interaction.",Multiple (Industrial Design/ Engineering design/ product design + UI/UX Design),Environmental,Multimodal (Audio + Image),Traditional ML (shallow models),Prediction,Develop,,,connect nature essential health get connect nature today urbanization consider human specie habit believe opportunity interactive technology engage urban resident wild specie deepen resident connection nature daily life gochirp available powered wearable device connect nature engage surround wild bird embed machine learn detect surround bird recognize bird chirping sound device bring bird attention haptic feedback mimic bird flap gochirp come mobile app support photo identify specie bird photo gochirp hope understanding interaction connect people nature inspire designer consider role available technology support human nature interaction,-1.5334867,2.0645423
User Feedback Design in AI-Driven Mood Tracker Mobile Apps,"Chu, Hsi Yuan; Shen, Yvette","HUMAN-COMPUTER INTERACTION: USER EXPERIENCE AND BEHAVIOR, PT III",2022,http://dx.doi.org/10.1007/978-3-031-05412-9_24,"AI-driven civilian healthcare systems can offer personalized mental health care to more people. When users provide feedback to the system, they can influence the results of the AI models and improve their user experiences over time. In this study, we investigate feedback designs in mood tracker apps and identify feedback implementation opportunities through the lens of user experience and user interface design. We reviewed the feedback designs on popular mood tracker apps and discovered that the feedback mechanisms were not regularly implemented in all stages of tracking moods. To explore feedback design opportunities in line with user actions, usermindsets, and user emotions, a journey map was developed to visualize the interaction with a mood tracker app from the user perspective. Based on the journey map, a mood tracker app prototype was created for the purpose of user testing. The preliminary user testing results validated some feedback design recommendations that highlight the human-centered design approach of crafting user experiences that leverage AI.",UI/UX Design,Behavioral-based,Text,Exploratory data analysis,Sense making,Develop,,,drive civilian healthcare offer personalize mental health care people provide feedback influence improve experience time investigate feedback mood tracker app identify feedback implementation opportunity lens experience interface review feedback popular mood tracker app discover feedback mechanism implement stage track mood explore feedback opportunity line action usermindset emotion journey map visualize interaction mood tracker app perspective base journey map mood tracker app prototype create purpose testing preliminary testing validate feedback recommendation highlight human center craft experience leverage,-1.2097636,1.6668631
Boundary-Aware Supervoxel-Level Iteratively Refined Interactive 3D Image Segmentation With Multi-Agent Reinforcement Learning,"Ma, Chaofan; Xu, Qisen; Wang, Xiangfeng; Jin, Bo; Zhang, Xiaoyun; Wang, Yanfeng; Zhang, Ya",IEEE TRANSACTIONS ON MEDICAL IMAGING,2021,http://dx.doi.org/10.1109/TMI.2020.3048477,"Interactive segmentation has recently been explored to effectively and efficiently harvest high-quality segmentation masks by iteratively incorporating user hints. While iterative in nature, most existing interactive segmentation methods tend to ignore the dynamics of successive interactions and take each interaction independently. We here propose to model iterative interactive image segmentation with a Markov decision process (MDP) and solve it with reinforcement learning (RL) where each voxel is treated as an agent. Considering the large exploration space for voxel-wise prediction and the dependence among neighboring voxels for the segmentation tasks, multi-agent reinforcement learning is adopted, where the voxel-level policy is shared among agents. Considering that boundary voxels are more important for segmentation, we further introduce a boundary-aware reward, which consists of a global reward in the form of relative cross-entropy gain, to update the policy in a constrained direction, and a boundary reward in the form of relative weight, to emphasize the correctness of boundary predictions. To combine the advantages of different types of interactions, i. e., simple and efficient for point-clicking, and stable and robust for scribbles, we propose a supervoxel-clicking based interaction design. Experimental results on four benchmark datasets have shown that the proposed method significantly outperforms the state-of-the-arts, with the advantage of fewer interactions, higher accuracy, and enhanced robustness.",Insudtrial Design/ Engineering design/ product design,Generated,Image,"Reinforcement learning (Multi-agent RL, Markov Decision Process)",Multiple (Prediction + Decision making),Develop,,,interactive segmentation explore harvest high quality segmentation mask incorporate hint iterative nature exist interactive segmentation tend ignore dynamic successive interaction interaction iterative interactive image segmentation markov decision solve reinforcement learning voxel treat agent consider large exploration space voxel wise prediction dependence neighboring voxel segmentation task multi agent reinforcement learning adopt voxel level policy share agent consider boundary voxel important segmentation introduce boundary aware reward consist global reward form relative cross entropy gain update policy constrain direction boundary reward form relative weight emphasize correctness boundary prediction combine advantage different type interaction simple efficient point clicking stable robust scribble supervoxel clicking base interaction experimental benchmark dataset outperform state art advantage few interaction high accuracy enhance robustness,-4.863001,1.8557171
AI driven human-computer interaction design framework of virtual environment based on comprehensive semantic data analysis with feature extraction,"Li, Kunyu; Li, Xunxiang",INTERNATIONAL JOURNAL OF SPEECH TECHNOLOGY,2022,http://dx.doi.org/10.1007/s10772-021-09954-5,"The most basic and important attributes of virtual reality (VR) are immersion, interactivity and creativity. For this young media, the continuous development and change and the exploration of content are the current situation of VR art. The arrival of 5G communication technology provides an important foundation for the popularization of VR technology. The rapid development of technology and hardware rewrites and expands the possibility of VR art design expression at any time. As the latest technology of natural human-computer interaction, somatosensory interaction technology enables users to interact with computers directly through body movements, gestures, etc., and control the environment at will. Its core value lies in that it not only enables the computer to have more accurate and effective eyes to observe the world, not only to understand human body language, but also to complete various instructions according to the body language, to achieve real-time interaction with people. Gesture, as a common communication mode with the ability of information expression, has the advantages of intuitionistic, natural and easy to understand. Therefore, the somatosensory interaction technology based on gesture recognition has become an effective means of natural human-computer interaction. With the rapid development of key technologies of VR, VR has been widely used in games, fitness, real estate, education, film and television and other industries. In recent years, VR systems are everywhere, including virtual home decoration system, virtual panoramic VR live broadcasting system, virtual fitness system, etc. The design and implementation of this VR system mainly includes four parts: scene modeling, rendering and rendering, performance and interaction, and network application. Based on this, this paper uses the comprehensive data analysis technology to build the human-computer interaction design model in the virtual environment. The AI and speech information are combined to perform the optimal analysis.",UI/UX Design,Behavioral-based,Multimodal (Gesture + Speech + Visual),Traditional ML (comprehensive semantic data analysis with feature extraction),Multiple (Design generation + Coordination),Develop,,,basic important attribute virtual reality immersion interactivity creativity young medium continuous development change exploration content current situation art arrival communication technology provide important foundation popularization technology rapid development technology hardware rewrite expand possibility art expression time late technology natural human computer interaction somatosensory interaction technology enable interact computer body movement gesture control environment core value lie enable computer accurate effective eye observe world understand human body language complete instruction accord body language achieve real time interaction people common communication mode ability information expression advantage intuitionistic natural easy understand somatosensory interaction technology base gesture recognition effective mean natural human computer interaction rapid development key technology game fitness real estate education film television industry recent year include virtual home decoration virtual panoramic live broadcasting virtual fitness implementation include part scene modeling render rendering interaction network base use comprehensive datum technology build human computer interaction virtual environment speech information combine perform optimal,-1.9128165,2.1700964
Conversations in the Cloud: Crafting Harmony in AliCloud Computing Interaction Design,"Huang, Xintong; Chen, Yiqi; Qiu, Dan; Zhou, Xuan; Fang, Yuzhe; Liu, Yiyang; Wu, Zeyu; Zhang, Zhongbo; Rong, Qu; Wang, Tianyu; Wu, Xiaofan; Liu, Mengke; Yang, Yuwei; Wang, Xiang; Li, Chenyu; Wen, Jiazhi; Sun, Shihua; Liu, Wei","DESIGN, USER EXPERIENCE, AND USABILITY, DUXU 2024, PT I",2024,http://dx.doi.org/10.1007/978-3-031-61351-7_4,"With the rapid development of cloud services, it has become the core driving force for innovation and business development in the digital era. The emerging technology of cloud computing has transformed cloud services from simple resource providers into comprehensive ecosystems, offering users unprecedented convenience, flexibility, and efficiency. In this context, this project focuses on the application of conversational interaction design in the field of cloud services, aiming to enhance the user interface and provide a more convenient and comfortable user experience (UX). Conversational interaction design, based on human-computer interaction (HCI), aims to deliver a more natural, intuitive, and personalized UX. By integrating artificial intelligence technology with cloud services, an intelligent conversational interface is created, allowing users to interact, manage, and optimize cloud services effortlessly. Through in-depth research and practical implementation, this project explores the diversity of user needs to ensure that conversational interaction design can meet the requirements of different user groups.",Multiple (UI/UX Design + Service Design),Behavioral-based,Text,Gen AI,Multiple (Coordination + Sense making),Develop,,,rapid development cloud service core drive force innovation business development digital era emerge technology cloud computing transform cloud service simple resource provider comprehensive ecosystem offer unprecedented convenience flexibility efficiency context project focus conversational interaction field cloud service aim enhance interface provide convenient comfortable experience conversational interaction base human computer interaction hci aim deliver natural intuitive personalize integrate artificial intelligence technology cloud service intelligent conversational interface create allow interact manage optimize cloud service depth practical implementation project explore diversity need ensure conversational interaction meet requirement different group,-0.6625586,0.8032476
Vehicle Multi-sensory User Interaction Design Research Based on MINDS Methods,"Wu, Qianqian; Zhang, Zhang",ADVANCES IN HUMAN FACTORS AND SYSTEMS INTERACTION,2020,http://dx.doi.org/10.1007/978-3-030-20040-4_40,"With the Development of Artificial Intelligence, there are different ways to interact with vehicles besides graphical user interface (GUI). Technology such as speech recognition, gesture recognition, facial expression recognition, and gaze tracking has gradually gained application in vehicle interaction. The advances in autonomous driving technology will also lead to the transformation of vehicle functions from transportation to multi-sensory space. Users can get a comprehensive experience based on sight, hearing, touch, taste and smell in future vehicles. Therefore, an exploration of the future vehicle interaction design combined with vehicle technology is needed. The objective of this paper is to deliver a vehicle multi-sensory user interaction design model based on the MINDS method [1]. This paper starts with the function analysis based on user requirement. On this basis, a connection between user and innovative services can be illustrated which enhances the user experience. Then an interaction sketch offered a detailed view of how users interact with vehicles and how technology impacts interaction. Finally, a new vehicle interaction model can be created by integrating the scenarios, technology, and users.",Multiple (UI/UX Design + Service Design),Behavioral-based,Multimodal (Audio + Video + Image),"Traditional ML (speech recognition, gesture recognition, facial expression recognition)",Sense making,Develop,,,development artificial intelligence different way interact vehicle graphical interface technology speech recognition gesture recognition facial expression recognition gaze tracking gain vehicle interaction advance autonomous driving technology lead transformation vehicle function transportation multi sensory space comprehensive experience base sight hearing touch taste smell future vehicle exploration future vehicle interaction combine vehicle technology need objective deliver vehicle multi sensory interaction base mind start function base requirement basis connection innovative service illustrate enhance experience interaction sketch offer detailed view interact vehicle technology impact interaction new vehicle interaction create integrate scenario technology,-2.1987739,2.8049335
GANSpiration: Balancing Targeted and Serendipitous Inspiration in User Interface Design with Style-Based Generative Adversarial Network,"Mozaffari, Mohammad Amin; Zhang, Xinyuan; Cheng, Jinghui; Guo, Jin L. C.",PROCEEDINGS OF THE 2022 CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS (CHI' 22),2022,http://dx.doi.org/10.1145/3491102.3517511,"Inspiration from design examples plays a crucial role in the creative process of user interface design. However, current tools and techniques that support inspiration usually only focus on example browsing with limited user control or similarity-based example retrieval, leading to undesirable design outcomes such as focus drift and design fxation. To address these issues, we propose the GANSpiration approach that suggests design examples for both targeted and serendipitous inspiration, leveraging a style-based Generative Adversarial Network. A quantitative evaluation revealed that the outputs of GANSpiration-based example suggestion approaches are relevant to the input design, and at the same time include diverse instances. A user study with professional UI/UX practitioners showed that the examples suggested by our approach serve as viable sources of inspiration for overall design concepts and specifc design elements. Overall, our work paves the road of using advanced generative machine learning techniques in supporting the creative design practice.",UI/UX Design,Product-based,Image,Gen AI (Style-based GAN),Design generation,Develop,,,inspiration example play crucial role creative interface current tool support inspiration focus example browse limited control similarity base example retrieval lead undesirable outcome focus drift fxation address issue ganspiration suggest example targeted serendipitous inspiration leverage style base generative adversarial network quantitative reveal output ganspiration base example suggestion relevant input time include diverse instance professional practitioner example suggest serve viable source inspiration overall concept specifc element work pave road advanced generative machine learn support creative practice,-1.9528918,0.7231267
Enhancing Human-AI (H-AI) Collaboration On Design Tasks Using An Interactive Text/Voice Artificial Intelligence (AI) Agent,"Makokha, Joseph M.",PROCEEDINGS OF THE WORKING CONFERENCE ON ADVANCED VISUAL INTERFACES AVI 2022,2022,http://dx.doi.org/10.1145/3531073.3534478,"In this presentation, we demonstrate a way to develop a class of AI systems, the Disruptive Interjector (DI), which observe what a human is doing, then interject with suggestions that aid in idea generation or problem solving in a human-AI (H-AI) team; something that goes beyond current creativity support systems by replacing a human-human (H-H) team with a H-AI one. The proposed DI is distinct from tutors, chatbots, recommenders and other similar systems since they seek to diverge from a solution (rather than converge towards one) by encouraging consideration of other possibilities. We develop a conceptual design of the system, then present examples from deep Convolution Neural Networks[1, 7] learning models. The first example shows results from a model that was trained on an open-source dataset (publicly available online) of a community technical support chat transcripts, while the second one was trained on a design-focused dataset obtained from transcripts of experts engaged in engineering design problem solving (unavailable publicly). Based on the results from these models, we propose the necessary improvements on models and training datasets that must be resolved in order to achieve usable and reliable collaborative text/voice systems that fall in this class of AI systems.",Multiple (Engineering design + UI/UX Design),Behavioral-based,Multimodal (Text + Audio),Deep models (CNN),Multiple (Design generation + Coordination),Develop,,,presentation demonstrate way class disruptive interjector observe human interject suggestion aid idea generation problem solve human team current creativity support replace human human team proposed distinct tutor chatbot recommender similar seek diverge solution converge encourage consideration possibility conceptual example deep convolution neural learning example train open source dataset available online community technical support chat transcript second train focus dataset obtain transcript expert engage engineering problem solve unavailable base necessary improvement training dataset resolve order achieve usable reliable collaborative text voice fall class,-1.1783874,0.47380358
Machine Learning Based User Interface Generation,"Mistry, Mihir; Apte, Ameya; Ghodake, Varad; Mane, S. B.","INTELLIGENT COMPUTING, INFORMATION AND CONTROL SYSTEMS, ICICCS 2019",2020,http://dx.doi.org/10.1007/978-3-030-30465-2_50,"Every product development starts with idea conceptualization and design. The ideators and designers first choice is sketching the idea to conceptualize the product. After a few iterations of product design, mockups/prototypes are passed to developers who have the job of converting these designs into a functional product by grasping the design concepts and using their coding skills. Utilizing the advancements in deep learning and computer vision technologies, gap between designers and developers is bridged by simplifying the product development process. This will also help people with little or no knowledge of web development to bring their design ideas into reality. The service will consist of two stages firstly accepting images of web mockups including hand-drawn sketches and identifying the various HTML components in the sketch using Convolutional Neural Networks and tag them appropriately, secondly, the identified components will be converted to structured JSON files which will be converted to code based on HTML5, Flexbox and Bootstrap.",UI/UX Design,Product-based,Image,Deep models (Convolutional Neural Networks),Design generation,Develop,,,development start idea conceptualization ideator designer choice sketch idea conceptualize iteration mockup prototype pass developer job convert functional grasp concept coding skill utilize advancement deep learning computer vision technology gap designer developer bridge simplify development help people little knowledge web development bring idea reality service consist stage accept image web mockup include hand draw sketch identify html component sketch convolutional neural network tag identify component convert structure json file convert code base bootstrap,-2.464137,1.3770372
