Rank,Article Title,Author Full Names,Source Title,Publication Year,Abstract,DOI Link,ENGINEERING.PRODUCT/UI.UX/SERVICE,Inclusion (Y/N/Q/R) for 2nd screening,Note,Unnamed: 10
137,Enhancing Human-AI (H-AI) Collaboration On Design Tasks Using An Interactive Text/Voice Artificial Intelligence (AI) Agent,"Makokha, Joseph M.",PROCEEDINGS OF THE WORKING CONFERENCE ON ADVANCED VISUAL INTERFACES AVI 2022,2022,"In this presentation, we demonstrate a way to develop a class of AI systems, the Disruptive Interjector (DI), which observe what a human is doing, then interject with suggestions that aid in idea generation or problem solving in a human-AI (H-AI) team; something that goes beyond current creativity support systems by replacing a human-human (H-H) team with a H-AI one. The proposed DI is distinct from tutors, chatbots, recommenders and other similar systems since they seek to diverge from a solution (rather than converge towards one) by encouraging consideration of other possibilities. We develop a conceptual design of the system, then present examples from deep Convolution Neural Networks[1, 7] learning models. The first example shows results from a model that was trained on an open-source dataset (publicly available online) of a community technical support chat transcripts, while the second one was trained on a design-focused dataset obtained from transcripts of experts engaged in engineering design problem solving (unavailable publicly). Based on the results from these models, we propose the necessary improvements on models and training datasets that must be resolved in order to achieve usable and reliable collaborative text/voice systems that fall in this class of AI systems.",http://dx.doi.org/10.1145/3531073.3534478,UI.UX,Y,CNN for HCI/UX,
144,Machine Learning Based User Interface Generation,"Mistry, Mihir; Apte, Ameya; Ghodake, Varad; Mane, S. B.","INTELLIGENT COMPUTING, INFORMATION AND CONTROL SYSTEMS, ICICCS 2019",2020,"Every product development starts with idea conceptualization and design. The ideators and designers first choice is sketching the idea to conceptualize the product. After a few iterations of product design, mockups/prototypes are passed to developers who have the job of converting these designs into a functional product by grasping the design concepts and using their coding skills. Utilizing the advancements in deep learning and computer vision technologies, gap between designers and developers is bridged by simplifying the product development process. This will also help people with little or no knowledge of web development to bring their design ideas into reality. The service will consist of two stages firstly accepting images of web mockups including hand-drawn sketches and identifying the various HTML components in the sketch using Convolutional Neural Networks and tag them appropriately, secondly, the identified components will be converted to structured JSON files which will be converted to code based on HTML5, Flexbox and Bootstrap.",http://dx.doi.org/10.1007/978-3-030-30465-2_50,UI.UX,Y,CNN for UI design,
160,Interaction Design With Multi-Objective Bayesian Optimization,"Liao, Yi-Chi; Dudley, John J.; Mo, George B.; Cheng, Chun-Lien; Chan, Liwei; Oulasvirta, Antti; Kristensson, Per Ola",IEEE PERVASIVE COMPUTING,2023,"Interaction design typically involves challenging decision making that requires designers to consider multiple parameters and careful tradeoffs between various objectives. This article examines how AI can facilitate the process of interaction design by offloading some of the complex decision making required of designers. We study how multi-objective Bayesian optimization can be used to support designers when creating a tactile display for smart watches. We present the results of a study that explores how such human-AI collaboration afforded by multi-objective Bayesian optimization can be exploited by designers, and the advantages and disadvantages this solution offers over conventional design practice.",http://dx.doi.org/10.1109/MPRV.2022.3230597,UI.UX,Y,meta-heuristicis for interaction design,
187,A Checklist for the Usability Evaluation of Artificial Intelligence (AI) mHealth Applications Graphical User Interface,"Tu, Chanjuan; Russo, Alessia; Zhang, Ying","DESIGN, USER EXPERIENCE, AND USABILITY, DUXU 2024, PT I",2024,"The download rate of AI mobile health (mHealth) apps has increased rapidly, and there are many usability evaluation studies based on mobile apps, but few studies have been conducted on the usability of AI mHealth applications. This study aims to develop a task-based usability checklist based on heuristic evaluation based on the opinions of AI mobile health app user interface (UI) practitioners. This study was divided into two phases. The first phase of the study developed a hierarchical structure of graphical user interface design elements and usability principles related to AI mHealth applications, which used to develop the visual checklist for the usability evaluation. In order to demonstrate the practical effectiveness of the proposed checklist, the second phase of the study makes the usability evaluation with the checklist in AI m-Health application. Thirty user interface practitioners were recruited for this test, and they will use a visual checklist to evaluate the usability of AI GUIs in mHealth applications. The results showed that this usability checklist identified most of the usability issues and considerations that should be taken into account when developing AI mHealth, especially the usability of conversational AI and chatbot. This facilitates the study of potential ways to standardize AI GUIs to enhance the user experience in AI mHealth applications. The usability checklist proposed in this study is expected to be used quickly and effectively by usability practitioners for user interface evaluation during AI m-Health application development.",http://dx.doi.org/10.1007/978-3-031-61351-7_23,UI.UX,Y,LLM for GUI/HCI,
266,User emotion recognition and indoor space interaction design: a CNN model optimized by multimodal weighted networks,"Zhang, Lingyu",PEERJ COMPUTER SCIENCE,2024,"In interior interaction design, achieving intelligent user-interior interaction is contingent upon understanding the user's emotional responses. Precise identification of the user's visual emotions holds paramount importance. Current visual emotion recognition methods rely solely on singular features, predominantly facial expressions, resulting in inadequate coverage of visual characteristics and low recognition rates. This study introduces a deep learning-based multimodal weighting network model to address this challenge. The model initiates with a convolutional attention module, employing a self-attention mechanism within a convolutional neural network (CNN). As a result, the multimodal weighting network model is integrated to optimize weights during training. Finally, a weight network classifier is derived from these optimized weights to facilitate visual emotion recognition. Experimental outcomes reveal a 77.057% correctness rate and a 74.75% accuracy rate in visual emotion recognition. Comparative analysis against existing models demonstrates the superiority of the multimodal weight network model, showcasing its potential to enhance human-centric and intelligent indoor interaction design.",http://dx.doi.org/10.7717/peerj-cs.2450,UI.UX,Y,CNN for interior interaction design,
386,Understanding AI-Generated Personal Narratives as Design Material for Socially Engaging Things,"Cho, Hyungjun; Yun, Gyeongwon; Lee, JiYeon; Nam, Tek-Jin","WITH DESIGN: REINVENTING DESIGN MODES, IASDR 2021",2022,"Requirements of interaction design are becoming increasingly sophisticated and complex. Interaction designers should consider not only usability, intuitiveness, and aesthetics but also the quality of the social experience of interactive things. However, traditional design approaches for social experiences have limitations in terms of sustainability, diversity of outcomes, and adaptability. In this paper, we propose utilizing AI-generated personal narratives as new material for socially engaging things and share our understanding of it from a user study. We first generated and qualitatively analyzed 100 different personal narratives to understand the diversity of AI-generated personal narratives and derived 20 types as a result. We developed a software prototype generating personal narratives. We then conducted a user study using the prototype of sharing platform and the representative cases of each type and investigated user experiences through in-depth interviews. Our findings show that an AI-generated personal narrative reframes the relationship between people and things as if there were social relationships between people and people. People perceived the thing as a social entity. Depending on the contents of the narrative, they felt intimate or distant. Finally, we discuss the requirements and make suggestions for AI-generated personal narratives to provide a satisfactory social experience.",http://dx.doi.org/10.1007/978-981-19-4472-7_75,"UI.UX, SERVICE",Y,gemeratove ai for interaction design,
39,Co-creative Product Design with Interactive Evolutionary Algorithms: A Practice-Based Reflection,"Uusitalo, Severi; Kantosalo, Anna; Salovaara, Antti; Takala, Tapio; Guckelsberger, Christian","ARTIFICIAL INTELLIGENCE IN MUSIC, SOUND, ART AND DESIGN (EVOMUSART 2022)",2022,"Progress in AI has brought about new approaches for designing products via co-creative human-computer interaction. In architecture, interior design, and industrial design, computational methods such as evolutionary algorithms support the designer's creative process by revealing populations of generated design solutions in a parametric design space. However, the benefits and shortcomings of such algorithms for designers are not yet fully understood. This paper reports the in-depth, in-situ and longitudinal experiences of one industrial designer using an interactive evolutionary algorithm in a non-trivial creative product design task. Our study sheds light on the intricate interaction between algorithm, human designer and their environment. It identifies, amongst others, the algorithm's contributions to design inspiration and to overcoming fixation. We contribute concrete proposals for the future study of co-creative AI in design exploration and creative practice.",http://dx.doi.org/10.1007/978-3-031-03789-4_19,ENGINEERING.PRODUCT,Y,generative modeling,
45,"Exploring the Intersection of Ergonomics, Design Thinking, and AI/ML in Design Innovation","Leao, Celina P.; Silva, Vinicius; Costa, Susana",APPLIED SYSTEM INNOVATION,2024,"This paper conducts a systematic literature review to explore the dynamic interplay among ergonomics, design thinking, and artificial intelligence (AI) or machine learning (ML). In a rapidly evolving world, the convergence of ergonomics and design Innovation plays a critical role in creating products and spaces valued for their comfort, usability, and aesthetics. Using Elicit, academic papers are identified to elucidate the relationships among these disciplines. The team reviews and selects relevant papers, employing a large language model (LLM)-enabled platform to extract key points. The analysis emphasizes the pivotal roles of ergonomics and design thinking in integrating AI and ML into product design. It underscores the enduring significance of considering user experiences and aesthetics within the AI/ML framework. The findings reveal that while AI/ML techniques enhance precision and innovation in design, integrating ergonomic principles ensures user comfort and safety. The study highlights the necessity for interdisciplinary collaboration and methodological diversity to fully harness the potential of AI and ergonomic design. Limitations include the reliance on contemporary web crawlers and the varying quality of available literature, potentially affecting the comprehensiveness of the review. Future research should focus on developing more robust search methodologies, expanding the scope of studies, and conducting longitudinal research to examine long-term impacts. Ethical implications of AI/ML in design should also be explored to ensure responsible and sustainable use of these technologies. Overall, this research contributes to a nuanced understanding of the roles played by ergonomics and design thinking in synergy with AI/ML for product design, highlighting their impact on shaping user experiences and aesthetics. Despite potential limitations, the study underscores these disciplines' resilience and lasting relevance in the evolving design field.",http://dx.doi.org/10.3390/asi7040065,ENGINEERING.PRODUCT,Y,data-driven design,
51,Machine Learning Algorithms for Improved Product Design User Experience,"Wang, Xueli; Hu, Bo",IEEE ACCESS,2024,"With the rapid advancement of technology and the increasing demand for user-centric products, the integration of machine learning techniques has become imperative. This paper explores the transformative potential of integrating Particle Swarm Optimization (PSO), Deep Reinforcement Learning (DRL), and other machine learning algorithms such as neural networks, decision trees, and support vector machines into product design processes. Our novel hybrid framework leverages PSO's global search capabilities and DRL's adaptive learning to optimize product designs in a manner that traditional methods cannot achieve. By employing predictive modeling, clustering, and recommendation systems, designers can gain valuable insights into user needs and preferences, facilitating the creation of more intuitive and personalized products. We demonstrate that this integrated approach significantly improves design efficiency and user satisfaction. Key findings include a 25% reduction in design iteration time and a 30% increase in user satisfaction scores compared to traditional optimization methods. Additionally, our methodology provides a flexible and scalable solution adaptable to various product design contexts, showcasing its broad applicability and effectiveness. The incorporation of real-time feedback mechanisms allows for continuous refinement and adaptation of product designs to meet evolving user expectations. This study contributes to the field by presenting a comprehensive, multi-technique optimization framework that bridges existing gaps and sets a new standard for user-centric product design optimization. Ultimately, this research underscores the significance of embracing machine learning as a powerful tool for revolutionizing the product design landscape and delivering superior user experiences.",http://dx.doi.org/10.1109/ACCESS.2024.3442085,ENGINEERING.PRODUCT,Y,Industrial,
53,Measuring the Impact of ChatGPT on Fostering Concept Generation in Innovative Product Design,"Filippi, Stefano",ELECTRONICS,2023,"The growing demand for innovative and user-centric product design has led to a growing need for effective idea generation methods. In recent years, natural language processing (NLP) tools such as ChatGPT have emerged as a promising solution for supporting idea generation in various domains. This paper investigates a framework for studying the role of ChatGPT in facilitating the ideation process in product design. This investigation measures the impact of ChatGPT on the generation of innovative concepts compared to the use of classic design methods. An overview of the state-of-the-art idea generation methods in product design opens the paper. Then, the paper highlights some hypotheses about the impact of ChatGPT on innovative product design, aiming for product augmentation by adding features. The paper then describes the design experience in which ChatGPT is used as a tool for concept generation. Finally, the paper analyzes the dataset, using precise metrics to characterize the participants' performance and compare them. This analysis allows the paper to argue about the validation/rejection of the hypotheses. The paper concludes with a discussion of the implications of the findings and some suggestions for future research. Along with the paper, the Microsoft Excel workbook used to perform the data analysis is available to the readers to perform their own data collection and analysis. The workbook UX has been carefully studied and developed to make it usable by anyone. At the same time, it should be flexible enough to manage several situations characterized by different numbers of participants, product functions to implement, and generated concepts.",http://dx.doi.org/10.3390/electronics12163535,ENGINEERING.PRODUCT,Y,DL for concept generation,
3,Machine Learning for Intelligent Industrial Design,"Fournier-Viger, Philippe; Nawaz, M. Saqib; Song, Wei; Gan, Wensheng","MACHINE LEARNING AND PRINCIPLES AND PRACTICE OF KNOWLEDGE DISCOVERY IN DATABASES, PT II",2021,"Machine learning (ML) techniques have been used to build intelligent software for several domains. This paper reviews and discuss opportunities for using these techniques to build intelligent software for industrial design. Industrial design, sometimes called product design or new product development, is the process of conceiving products to be mass-produced in factories. It consists of several steps such as: analyzing potential customers wants and needs, planning, prototype design, and user evaluation. During each of these steps, data can be collected as documents such as product specifications and feedback forms, or by other means such as using sensors. A promising way of improving these processes to reduce costs (time and investments) and produce better designs, is to analyze data generated or used during product design using ML techniques, and to build intelligent design software. Although several studies have been carried out on this topic, there remains numerous research opportunities. This paper provides a survey of recent studies related to the use of ML in industrial design. The goal is to provide an introduction to this emerging research area and highlight limitations of previous studies and opportunities.",http://dx.doi.org/10.1007/978-3-030-93733-1_11,ENGINEERING.PRODUCT,Y,"industrial design, review",
80,Computer Vision Interaction Design in Sustainable Urban Development: A Case Study of Roof Garden Landscape Plants in Marine Cities,"Zhang, Longlong; Kim, Chulsoo",PLANTS-BASEL,2023,"The rapid urbanization and the increasing need for sustainable development have led to the emergence of green roof landscapes in ocean cities. These rooftop gardens provide numerous environmental benefits and contribute to the overall well-being of urban dwellers. However, optimizing the design and interaction experience of green roof landscapes requires the integration of intelligent technologies. This paper explores the application of computer visual design techniques, specifically 3DMAX modeling and virtual reality, in the intelligent interaction design of green roof landscape plants in ocean cities. Designers can use computer visual design (3DMAX) and other technologies to interact intelligently with the roof landscape in order to improve landscape design. Through case studies, this indicated that computer vision is excellent for image processing of rooftop landscapes and also demonstrates a high degree of compatibility between computer vision and green rooftop landscape plant design in marine cities. This paper highlights the significance of intelligent interaction design and computer visual design techniques in optimizing the integration of green roof landscape plants in ocean cities. It emphasizes the potential of 3DMAX modeling and VR technology in creating immersive and engaging experiences for designers, users, and stakeholders alike. The findings contribute to the growing body of knowledge in the field of sustainable urban development and provide insights for designers, policymakers, and researchers seeking to enhance green roof landscapes in ocean cities. The dissertation highlights the potential of using computer vision design techniques to enhance the roof garden landscaping process and advocates for more efficient and effective ways to design, visualize, and improve rooftop gardens by utilizing software equipped with computer vision technology such as 3DMAX, ultimately contributing to the advancement of sustainable urban landscapes.",http://dx.doi.org/10.3390/plants12183320,ENGINEERING.PRODUCT,Y,"User testing (interaction with a roof garden) with computer vision/VR, interaction design (I wonder if this is more UI/UX but it's not software)",
100,Using Deep Learning to Support the User Interface Design of Mobile Applications with App Inventor,"Baule, Daniel de Souza; von Wangenheim, Christiane Gresse; von Wangenheim, Aldo; Hauck, Jean C. R.; Vargas Junior, Edson C.",PROCEEDINGS OF THE 20TH BRAZILIAN SYMPOSIUM ON HUMAN FACTORS IN COMPUTING SYSTEMS (IHC 2021),2021,"Transforming a user interface sketch into a wireframe using App Inventor has been a common need both in computing education and the development of applications by end users. As this part of mobile application development is challenging and time-consuming, we present an approach that automates this process through the prototyping of user interfaces. The Sketch2aia approach employs deep learning to detect the user interface components and their position in a hand-drawn sketch, creating an intermediate representation of the user interface and automatically generating the App Inventor code for the respective wireframe. The approach achieves an average classification accuracy of the components of the user interface of 87.72% and results of a preliminary evaluation with users indicate that it generates wireframes that resemble sketches in terms of visual similarity. The approach is available as a web tool and can be used to support the teaching of user interface design effectively and efficiently, as well as the development of mobile applications by end users.",http://dx.doi.org/10.1145/3472301.3484340,UI/UX,Y,DL to detect UI components in sketch and generate representation and code,
108,A User Review Analysis Tool Empowering Iterative Product Design,"Wu, Qi","HCI INTERNATIONAL 2024 POSTERS, PT VI, HCII 2024",2024,"Understanding user feedback and improving accordingly is an essential phase in iterative product design. User reviews provide sufficient and various user feedback about general experience, specific features, and bug reports. While the traditional manual analysis may yield some insights, it is often constrained by limited sample sizes and potential biases. This paper introduces a user review analysis tool equipped with a graphical user interface, based on multiple machine learning and natural language processing techniques. This tool is designed to aid developers in rapidly acquiring a qualitative understanding of user experiences regarding product features and topics, by illustrating user attitude evolution and summarizing diverse user opinions. The tool's performance is evaluated with datasets from three different applications, each containing 50000 reviews. It was able to identify major features and topics and illustrated the evolution of user attitudes. Its effectiveness in summarizing diverse user opinions was also highlighted. The user review analysis tool can enable developers to efficiently process and interpret large volumes of user feedback, thereby significantly enhancing the iterative design process with data-driven insights.",http://dx.doi.org/10.1007/978-3-031-61966-3_19,UI/UX,Y,"User review analysis, ML, NLP (NLTK, Gensim’s model.ldamodel module), app design so more UI/UX?",
8,The application of artificial intelligence-assisted technology in cultural and creative product design,"Liang, Jing",SCIENTIFIC REPORTS,2024,"This study proposes a novel artificial intelligence (AI)-assisted design model that combines Variational Autoencoders (VAE) with reinforcement learning (RL) to enhance innovation and efficiency in cultural and creative product design. By introducing AI-driven decision support, the model streamlines the design workflow and significantly improves design quality. The study establishes a comprehensive framework and applies the model to four distinct design tasks, with extensive experiments validating its performance. Key factors, including creativity, cultural adaptability, and practical application, are evaluated through structured surveys and expert feedback. The results reveal that the VAE + RL model surpasses alternative approaches across multiple criteria. Highlights include a user satisfaction rate of 95%, a Structural Similarity Index (SSIM) score of 0.92, model accuracy of 93%, and a loss reduction to 0.07. These findings confirm the model's superiority in generating high-quality designs and achieving high user satisfaction. Additionally, the model exhibits strong generalization capabilities and operational efficiency, offering valuable insights and data support for future advancements in cultural product design technology.",http://dx.doi.org/10.1038/s41598-024-82281-2,ENGINEERING.PRODUCT,Y,product innovation,
326,Dynamical mining of ever-changing user requirements: A product design and improvement perspective,"Sun, Hui; Guo, Wei; Shao, Hongyu; Rong, Bo",ADVANCED ENGINEERING INFORMATICS,2020,"Previous studies carried out customer surveys by questionnaires to collect data for analyzing consumer requirements. In recent years, a large and growing body of literature has investigated the extraction of customer requirements and preferences from online reviews. However, since customer requirements change dynamically over time, traditional studies failed to obtain the change data of customer requirements and opinions based on sentiments expressed in reviews. In this paper, a new method for dynamically mining user requirements is proposed, which is used to analyze the changing behavior of product attributes and improve product design. Dynamic mining differs from the traditional need acquisition mainly in three aspects: (1) it involves dynamically mining user requirements over time (2) it adds changes in manufacturers' opinions to the analysis (3) it allows for product improvement strategies based on the changing behavior of product attributes. First, text mining is adopted to collect customer and manufacturer review data for different time periods and extract product attributes. A Natural Language Processing tool is used to measure the importance weight and sentiment score of product attributes. Second, an approach for dynamically mining user requirements is introduced to classify product attributes and analyze the changes of attribute data in three categories over time. Finally, an improvement strategy for next-generation product design is developed based on the changing behavior of attributes. Moreover, a case study on vehicles based on online reviews was conducted to illustrate the proposed methodology. Our research suggests that the proposed approach can accurately mine customer requirements and lead to successful product improvement strategies for next-generation products.",http://dx.doi.org/10.1016/j.aei.2020.101174,ENGINEERING.PRODUCT,Y,"dynamic mining of user requirements from review data, NLP",
327,A Product Styling Design Evaluation Method Based on Multilayer Perceptron Genetic Algorithm Neural Network Algorithm,"Wu, Jie",COMPUTATIONAL INTELLIGENCE AND NEUROSCIENCE,2021,"Products no longer exist simply as carriers of useful functions, but more and more consumers are beginning to pay attention to the spiritual aspects of the feelings brought by products. This paper brings machine learning algorithms to the discipline of industrial design and proposes a method to evaluate the design of product shapes using a multilayer perceptron genetic algorithm neural network (GA-MLP-NN) algorithm, quantifying the product shape, using computer-aided design technology to achieve shape optimization, shape, and color scheme generation, and using interactive feedback with users to finally generate a product shape with market demand. In this paper, we use the combinatorial innovation method to arrange and combine the detail elements in the solution library to generate the modeling solution, combine the multilayer perceptron genetic algorithm neural network algorithm with product modeling, and establish the interactive genetic modeling system for the product, use this system to design the product modeling solution, and finally get the product modeling solution satisfied by the target users; using the multilayer perceptron genetic algorithm neural network method to evaluate the product modeling items. The mapping relationship model between morphological feature space and imagery cognitive space was constructed based on multiple linear regression equations, and the multiple regression model for each affective dimension was ideal. The results show that the model performance is reliable. The weights are calculated, and the appropriate people are selected to score and calculate the modeling scheme, and finally, the satisfactory product modeling scheme is obtained.",http://dx.doi.org/10.1155/2021/2861292,ENGINEERING.PRODUCT,Y,"product shape evaluation to map to users' perceptual needs, GA-MLP-NN",
10,Exploring the role of computer vision in product design and development: a comprehensive review,"Yang, Lu; Kumar, Raman; Kaur, Rupinder; Babbar, Atul; Makhanshahi, Gurfateh Singh; Singh, Arshpreet; Bhowmik, Abhijit; Alawadi, Ahmed Hussien",INTERNATIONAL JOURNAL OF INTERACTIVE DESIGN AND MANUFACTURING - IJIDEM,2024,"Computer vision technologies have altered Product design and development, which have replaced old manual procedures. This study thoroughly examines computer vision's role in affecting product design, examining its historical history, applications, and ramifications. The background emphasizes the constraints of traditional design, underlining the necessity for creative alternatives. Integrating computer vision aligns with Industry 4.0 trends, which call for smart and automated design procedures. The investigation delves into the growth of computer vision, its applications in quality control, design optimization, augmented/virtual reality, user interface design, and cultural/language acquisition. The article also looks into the relationship between computer vision and consumer analysis. The content analysis reduces 285 author keywords to 31 interrelated keywords that comprise five clusters. The conclusion emphasizes the social effect, promising more accessible, efficient, and innovative design processes. This multidisciplinary study dives into computer vision in product design and development by doing a thorough analysis of a variety of datasets. Examining three datasets with 285, 1066, and 1190 terms yields important results. The findings highlight the importance of Product Design and Computer Vision with changing patterns and concentrations across datasets. Thematic studies reveal repeating focus elements in titles and abstracts, such as Design and Vision, indicating a technological emphasis, human-centric concerns, and practical consequences. Network investigations reveal complex linkages and clustering within keyword networks, allowing for more in-depth knowledge of specific areas. These findings help to understand the dynamic interaction of computer vision and product design, driving future research and innovation in this rapidly growing sector.",http://dx.doi.org/10.1007/s12008-024-01765-7,ENGINEERING.PRODUCT,Y,CV in form design,
367,A PTM-Based Framework for Enhanced User Requirement Classification in Product Design,"Zhang, Zhiwei; Dou, Yajie; Xu, Xiangqian; Tan, Yuejin",ELECTRONICS,2024,"Accurately identifying and classifying customer requirements is crucial for successful product design. However, traditional methods for requirement classification, such as Kano models based on questionnaires, can be time-consuming and may not capture all requirements accurately. Analyzing large volumes of user reviews using simple natural language processing techniques can also result in accuracy issues. To address these challenges, we propose a framework that combines pre-trained models (PTMs), Kano models, and the sentiment analysis technique. Our approach integrates an LDA-K-Means model enhanced by PTM ERNIE for pinpointing product feature topics within user reviews. Then, a sentiment analysis is performed using the fine-tuned PTM SKEP to assess user satisfaction with features. Finally, the Kano model is applied to perform requirement classification. We evaluate our framework quantitatively, demonstrating its superior performance compared to the baseline models. Our sentiment analysis model also outperforms the other baseline models. Moreover, a case study on smartphones illustrates the effectiveness of our framework. This research results suggest that leveraging a suitable PTM can better address the problem of requirement classification in user review analyses, leading to improved product design.",http://dx.doi.org/10.3390/electronics13081458,ENGINEERING.PRODUCT,Y,"customer requirement classfication (user review analysis) using pre-trained models (SKEP, LDA-K-Means, ERNIE)",
384,A Tool to Facilitate the Cross-Cultural Design Process Using Deep Learning,"Zhou, Leijing; Sun, Xu; Mu, Guannan; Wu, Jiayi; Zhou, Jiangping; Wu, Qiuning; Zhang, Yaorun; Xi, Yufan; Gunes, N. D.; Song, Siyang",IEEE TRANSACTIONS ON HUMAN-MACHINE SYSTEMS,2022,"Cross-cultural design requires designers to understand other foreign cultures, selecting suitable cultural elements, and finally incorporate them into product design. Traditionally, this process is time-consuming and relies to a significant extent on designers' cultural awareness and design skills. This article proposes a new tool for designers to select and integrate cultural elements in the cross-cultural design process. The proposed approach utilizes state-of-the-art deep learning techniques, which begins by automatically selecting the most suitable style image from all cultural image candidates. Then, the deep-learning-based style transfer technique is introduced to automatically produce a design image that has the same content as the uploaded design content image, and also has the cultural style of the selected style image. To the best of our knowledge, this is the first work that extends deep learning techniques to facilitate cross-cultural design. The tool received positive feedback in a usability evaluation. The empirical results show that our approach can effectively increase designers' cultural awareness in respect of four cultural element dimensions (color, material, pattern and form). It is an innovative and efficient tool to help designers with idea generation and fast prototyping, although some participants argued that the tool would only assist designers, rather than replace humans.",http://dx.doi.org/10.1109/THMS.2021.3126699,ENGINEERING.PRODUCT,Y,"DL, style transfer, cross-cultural design tool,",
388,A Novel Approach of Integrating Natural Language Processing Techniques with Fuzzy TOPSIS for Product Evaluation,"Wang, Tianxiong",SYMMETRY-BASEL,2022,"Product designers need to fully understand consumers' emotional preferences and responses for product forms to improve products. However, users and designers have different understandings and concepts in the product evaluation process, which will lead to cognitive asymmetry in the product design and evaluating process. This phenomenon prevents designers to grasp users' needs, increasing the risk of product development failure. To this end, this paper proposes a product evaluation method that combines natural language processing techniques and fuzzy multi-criteria decision-making into a new integrated way to reduce the cognitive difference between users and designers, so as to solve the problem of cognitive asymmetry. This was done firstly by obtaining the review data of products from users on the Internet, based on a web crawler, and then constructing word vectors based on natural language processing techniques to realize the parametric expression of the Kansei image. Secondly, by using a statistical method to extract the product scheme that meets the preferences of users and designers, and then quantifying the relationship between the product form and Kansei image based on a grey relational analysis (GRA). Finally, by calculating the indicator weight based on the Entropy method and using the fuzzy TOPSIS method to explore the prioritization of the product design alternatives in view of the Kansei needs of users. Taking the smart capsule coffee machine as an example, the feasibility and effectiveness of this method are verified. In particular, the method proposed in this research can not only enable different cognitive subjects to achieve cognitive symmetry, but also filter out product forms that meet the cognitive needs of users. Moreover, this study provides a theoretical basis and practical significance for reducing the cognitive differences between cognitive subjects in the whole process of product design, and provides a systematic framework for the industry to effectively connect customer needs and product design decisions. At the same time, this study has introduced a new method for Kansei engineering.",http://dx.doi.org/10.3390/sym14010120,ENGINEERING.PRODUCT,Y,"product eval method (online review data), cognitive symmetry between designer and user, find product forms that meet needs, NLP",
467,"Using Online Customer Reviews to Classify, Predict, and Learn About Domestic Robot Failures","Honig, Shanee; Bartal, Alon; Parmet, Yisrael; Oron-Gilad, Tal",INTERNATIONAL JOURNAL OF SOCIAL ROBOTICS,2024,"There is a knowledge gap regarding which types of failures robots undergo in domestic settings and how these failures influence customer experience. We classified 10,072 customer reviews of small utilitarian domestic robots on Amazon by the robotic failures described in them, grouping failures into twelve types and three categories (Technical, Interaction, and Service). We identified sources and types of failures previously overlooked in the literature, combining them into an updated failure taxonomy. We analyzed their frequencies and relations to customer star ratings. Results indicate that for utilitarian domestic robots, Technical failures were more detrimental to customer experience than Interaction or Service failures. Issues with Task Completion and Robustness and Resilience were commonly reported and had the most significant negative impact. Future failure-prevention and response strategies for utilitarian domestic robots should address the robot's technical ability to meet functional goals, operate and maintain structural integrity over time. Usability and interaction design were less detrimental to customer experience, indicating that customers may be more forgiving of failures that impact these aspects for the robots and practical uses examined. Further, we developed a Natural Language Processing model capable of predicting whether a customer review contains content that describes a failure and the type of failure it describes. With this knowledge, designers and researchers of robotic systems can prioritize design and development efforts towards essential issues.",http://dx.doi.org/10.1007/s12369-022-00929-3,ENGINEERING.PRODUCT,Y,"Understanding from online reviews robot failures and relationship to user experience, NLP",
532,How to obtain customer requirements for each stage of the product life cycle from online reviews: Using mobile phones as an example,"Zhang, Lei; Xuan, Yan; Li, Ziqi; Gao, Pengfei; Zheng, Yu",JOURNAL OF RETAILING AND CONSUMER SERVICES,2024,"Full life cycle design is an advanced design methodology that minimizes the product life cycle's environmental impact to meet users' and social well-being requirements. It can solve the problems of excessive consumption of resources and energy, environmental pollution, and ecological crisis from the source, and it is an inevitable choice for implementing a green manufacturing strategy and realizing sustainable industrial development. However, little research has focused on customers' design requirements at all product life cycle stages, especially with big data. In this study, customers' reviews on mobile phones at various life cycle stages were obtained from the Weibo platform, and the emotional tendencies contained there were analyzed and evaluated. The dictionary of mobile phone life cycle requirements is constructed through machine learning, and customer requirements (CRs) for each mobile phone life cycle stage are mined. Finally, the Kano model is used to identify the essential attributes of mobile phones. The results show that the method proposed in this paper can mine and analyze the requirements of each stage of the product life cycle contained in online reviews and help designers understand the customer needs that must be considered in product design. This study can provide theoretical and methodological support for developing product green design and life cycle assessment.",http://dx.doi.org/10.1016/j.jretconser.2024.103928,ENGINEERING.PRODUCT,Y,"full life cycle design, customer requirements from reviews, ML, NLP, not sure what ML model",
