Rank,Article Title,Author Full Names,Source Title,Publication Year,Abstract,DOI Link,ENGINEERING.PRODUCT/UI.UX/SERVICE,Inclusion (Y/N/Q/R) for 2nd screening,Note,Unnamed: 10
8,The application of artificial intelligence-assisted technology in cultural and creative product design,"Liang, Jing",SCIENTIFIC REPORTS,2024,"This study proposes a novel artificial intelligence (AI)-assisted design model that combines Variational Autoencoders (VAE) with reinforcement learning (RL) to enhance innovation and efficiency in cultural and creative product design. By introducing AI-driven decision support, the model streamlines the design workflow and significantly improves design quality. The study establishes a comprehensive framework and applies the model to four distinct design tasks, with extensive experiments validating its performance. Key factors, including creativity, cultural adaptability, and practical application, are evaluated through structured surveys and expert feedback. The results reveal that the VAE + RL model surpasses alternative approaches across multiple criteria. Highlights include a user satisfaction rate of 95%, a Structural Similarity Index (SSIM) score of 0.92, model accuracy of 93%, and a loss reduction to 0.07. These findings confirm the model's superiority in generating high-quality designs and achieving high user satisfaction. Additionally, the model exhibits strong generalization capabilities and operational efficiency, offering valuable insights and data support for future advancements in cultural product design technology.",http://dx.doi.org/10.1038/s41598-024-82281-2,ENGINEERING.PRODUCT,Y,product innovation,
10,Exploring the role of computer vision in product design and development: a comprehensive review,"Yang, Lu; Kumar, Raman; Kaur, Rupinder; Babbar, Atul; Makhanshahi, Gurfateh Singh; Singh, Arshpreet; Bhowmik, Abhijit; Alawadi, Ahmed Hussien",INTERNATIONAL JOURNAL OF INTERACTIVE DESIGN AND MANUFACTURING - IJIDEM,2024,"Computer vision technologies have altered Product design and development, which have replaced old manual procedures. This study thoroughly examines computer vision's role in affecting product design, examining its historical history, applications, and ramifications. The background emphasizes the constraints of traditional design, underlining the necessity for creative alternatives. Integrating computer vision aligns with Industry 4.0 trends, which call for smart and automated design procedures. The investigation delves into the growth of computer vision, its applications in quality control, design optimization, augmented/virtual reality, user interface design, and cultural/language acquisition. The article also looks into the relationship between computer vision and consumer analysis. The content analysis reduces 285 author keywords to 31 interrelated keywords that comprise five clusters. The conclusion emphasizes the social effect, promising more accessible, efficient, and innovative design processes. This multidisciplinary study dives into computer vision in product design and development by doing a thorough analysis of a variety of datasets. Examining three datasets with 285, 1066, and 1190 terms yields important results. The findings highlight the importance of Product Design and Computer Vision with changing patterns and concentrations across datasets. Thematic studies reveal repeating focus elements in titles and abstracts, such as Design and Vision, indicating a technological emphasis, human-centric concerns, and practical consequences. Network investigations reveal complex linkages and clustering within keyword networks, allowing for more in-depth knowledge of specific areas. These findings help to understand the dynamic interaction of computer vision and product design, driving future research and innovation in this rapidly growing sector.",http://dx.doi.org/10.1007/s12008-024-01765-7,ENGINEERING.PRODUCT,Y,CV in form design,
11,Using Artificial Intelligence Image Generators in Product Design Within Industry 4.0,"Lemes, Samir; Kelestura, Muharem; Tabak, Edin; Buzadija, Nevzudin","NEW TECHNOLOGIES, DEVELOPMENT AND APPLICATION VII, VOL 1, NT 2024",2024,"We are witnessing a sudden increase in the general public's interest in computer graphics, whose creation is due to AI image generators. These tools are responsible for creating realistic graphics from the entered text description. They are based on deep learning algorithms trained on an extensive graphical data set. Recently, the artificial intelligence system behind OpenAI, DALL-E 2, which can generate digital images based on textual descriptions, has become widely available. In addition, more and more similar tools are appearing on the market, such as Craiyon, Imagen, Midjourney, Stable Diffusion, etc. AI-generated designis an emerging technology whose advantages and disadvantages in engineering applications have yet to be verified. We analysed the advantages and disadvantages of applying this technology in product design within Industry 4.0.",http://dx.doi.org/10.1007/978-3-031-66268-3_49,ENGINEERING.PRODUCT,Y,design space exploration,
12,Deep reinforcement learning for engineering design through topology optimization of elementally discretized design domains?,"Brown, Nathan K.; Garland, Anthony P.; Fadel, Georges M.; Li, Gang",MATERIALS & DESIGN,2022,"Advances in machine learning algorithms and increased computational efficiencies give engineers new capabilities and tools to apply to engineering design. Machine learning models can approximate complex functions and, therefore, can be useful for various tasks in the engineering design workflow. This paper investigates using reinforcement learning (RL), a subset of machine learning that teaches an agent to complete a task through accumulating experiences in an interactive environment, to automate the designing of 2D discretized topologies. RL agents use past experiences to learn sequential sets of actions to best achieve some objective. In the proposed environment, an RL agent can make sequential decisions to design a topology by removing elements to best satisfy compliance minimization objectives. After each action, the agent receives feedback by evaluating how well the current topology satisfies the design objectives. After training, the agent was tasked with designing optimal topologies under various load cases. The agent's proposed designs had similar or better compliance minimization performance to those produced by traditional gradient-based topology optimization methods. These results show that a deep RL agent can learn generalized design strategies to satisfy multi-objective design tasks and, therefore, shows promise as a tool for arbitrarily complex design problems across many domains. (c) 2022 The Author(s). Published by Elsevier Ltd. This is an open access article under the CC BY license (http://creativecommons.org/licenses/by/4.0/).",http://dx.doi.org/10.1016/j.matdes.2022.110672,ENGINEERING.PRODUCT,Y,"DRL in engineering design, review",
13,Fostering creativity in engineering design through constructive dialogues with generative artificial intelligence,"Requejo, William Solorzano; Martinez, Francisco Franco; Vega, Carlos Aguilar; Martinez, Rodrigo Zapata; Cendrero, Adrian Martinez; Lantada, Andres Diaz",CELL REPORTS PHYSICAL SCIENCE,2024,"Artificial intelligence (AI) is progressively reshaping the way that researchers design and study highly complex systems. In this perspective, we introduce an engineering design methodology aimed at fostering creativity through constructive dialogues with a generative AIand exemplify its potential through a set of methodically developed case studies. This creativity promotion approach starts with computer-aided design (CAD) models of lattices, metamaterials, and architected materials, which are provided as initial inputs to a generative AI through a chat. Then, the conversation starts with researchers asking the generative AI to modify the provided CAD model images by incorporating new elements, placing them in quasi-real-life environments, or adapting the provided designs to the structures of new products. To illustrate the methodology, a varied set of selected case studies of constructive dialogues leading to highly innovative designs are provided, bridging the gap between tissue engineering scaffolds and building architectures, biohybrid materials and product design, and innovative structures and medical devices, to cite a few.",http://dx.doi.org/10.1016/j.xcrp.2024.102157,ENGINEERING.PRODUCT,Y,ideation,
16,Review of artificial intelligence applications in engineering design perspective,"Yuksel, Nurullah; Borklu, Huseyin Riza; Sezer, Huseyin Kursad; Canyurt, Olcay Ersel",ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE,2023,"Having passed the primitive phases and starting to revolutionize many different fields in some way, artificial intelligence is on its way to becoming a disruptive technology. It is also foreseen to totally change human -centred traditional engineering design approaches. Although still in the early phases, AI-powered engineering applications enable them to work with ambiguous design parameters and solve complex engineering problems, not otherwise possible with traditional design methods. This work attempts to shine a light on current progress and future research trends in AI applications in design/engineering design concepts, covering the last 15 years which is the ramp-up period for AI. Methods such as machine learning, genetic algorithm, and fuzzy logic have been carefully examined from an engineering design perspective. AI-powered design studies have been categorized and critically reviewed for various design stages such as inspiration, idea and concept generation, evaluation, optimization, decision-making, and modelling. As an overview result of this review, we can confidently say that the interest in data-based design methods and Explainable Artificial Intelligence (XAI) has increased in recent years. Furthermore, the use of AI methods in engineering design applications helps to obtain efficient, fast, accurate, and comprehensive results. Especially with deep learning methods and combinations, situations where human capacity is insufficient can be addressed efficiently. However, choosing the right AI method for a design problem under consideration is significantly important for such successful results. Hence, we have given an outline perspective on choosing the right AI method based on the literature outcomes for design problems.",http://dx.doi.org/10.1016/j.engappai.2022.105697,ENGINEERING.PRODUCT,Y,"Review, AI in both design and manufacturing",
17,Artificial intelligence in industrial design: A semi-automated literature survey,"Tsang, Y. P.; Lee, C. K. M.",ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE,2022,"In the era of industry 4.0, artificial intelligence (AI) may potentially be used to provide reasoning and decision support on engineering and technical challenges. The role of AI in industrial design, which is the practice of improving the function, value and aesthetics of products to optimise customer satisfaction, has not yet been extensively explored. To effectively synthesise the existing literature, an unsupervised learning-enabled review methodology is proposed in this study. Important journals and articles are identified by using k-means clustering, and the relevant articles are analysed by using co-citation, bibliographic coupling, and co-occurrence analyses. Six clusters of the body of knowledge are then extracted, and naming of the clusters is assisted by using document summarisation and evaluation. Consequently, six intellectual cores related to AI in industrial design are formulated: (i) supply chain perspectives on product design and innovation, (ii) manufacturability and performance of new product development, (iii) intelligent tools and systems for industrial design and engineering, (iv) applied intelligence for product and service innovation, (v) industry 4.0 technologies for design and manufacturing, and (vi) blockchain-enabled artificial intelligence in industry 4.0. Future research trends on sustainable design, trust in AI, and emerging technology integration towards the next-generation AI in industrial design are discussed.",http://dx.doi.org/10.1016/j.engappai.2022.104884,ENGINEERING.PRODUCT,Y,industrail design,
18,Enhancing Product Design Efficiency Through Artificial Intelligence-Generated Content: A Case Study of a Home Office Desk,"Tang, Xiaoying; Zheng, Silu; Liu, Zitao","ARTIFICIAL INTELLIGENCE IN HCI, PT II, AI-HCI 2024",2024,"With the rapid development of technology, Artificial Intelligence Generated Content (AIGC) tools have attracted a lot of attention and brought unprecedented opportunities to the design field. Based on the Design Thinking theory, this study explores how AIGC tools can enhance creative stimulation and efficiency in product design, using the home office desk as a case study. The research team used theAI text generation tool to assist users in the empathy stage to identify and create an interview outline and in the problem definition stage to transform the interview information into questions and needs. In the conceptualization phase, the AIGC tool helped stimulate creativity and transform user needs into concrete design solutions. The design prototype phase uses AI image generation tools to visualize the design solution. The testing and validation phase verifies the feasibility of the AIGC tool in design practice through a user satisfaction questionnaire, demonstrating its potential to improve design efficiency. The study aims to inspire researchers in the field of product design and encourage the application of AIGC tools to future product design and development processes to meet the changing market demands.",http://dx.doi.org/10.1007/978-3-031-60611-3_20,ENGINEERING.PRODUCT,Y,AI-enhanced design efficiency?,
21,"Integrating artificial intelligence in industrial design: evolution, applications, and future prospects","Li, Zhenyu; Ding, Yiyuan; Lei, Yaxiong; Oliveira, Fernando Jorge Matias Sanches; Neto, Maria Joao Pereira; Kong, Mario Say Ming",INTERNATIONAL JOURNAL OF ARTS AND TECHNOLOGY,2024,"The article 'AI in industry design' researches through a scholarly dimension the complex interrelation of artificial intelligence (AI) with the field of industrial design. The paper will seek to discuss the historical trajectory and contemporary application of AI in design paradigm, discussing these paradigms using an analytical approach that is based on the systematic review of available literature. Special emphasis is paid to the transforming roles of AI in material selection and their implication in paradigmatic shifts from Industry 4.0 to Industry 5.0. The research further underscores the growth in importance of distributed artificial intelligence (DAI) and, in this direction, considers more transparency through explainable AI (XAI). Conclusively, it can be said that the research underlines the seminal influence of AI, which exerts in revolutionising methodologies in design, thereby bringing out the indelible impact it shall leave on the future course of this discipline.",http://dx.doi.org/10.1504/IJART.2024.143124,ENGINEERING.PRODUCT,Y,cultural product design,
23,New promises AI brings into circular economy accelerated product design: a review on supporting literature,"Ghoreishi, Malahat; Happonen, Ari",2019 7TH INTERNATIONAL CONFERENCE ON ENVIRONMENT POLLUTION AND PREVENTION (ICEPP 2019),2020,"Promoting and applying circular strategies in the product planning stage by industrial designers have significant environmental impacts. Product design has an enormous influence on sustainable ecology. Huge amounts of data analysis in designing circular products as well as reducing human biases in testing and prototyping are the main reasons for urging digital technologies in industries. Digitalization assets in ecodesign in collaboration with humans and as a complement for human skills. This study found the circular design tools and strategies which can help organizations in their product designs and the way artificial intelligence enhances product circularity. Real-time data transformation and analysis ability can help in massive data analysis which is less time consuming and less energy consumption is needed. In addition, rapid prototyping and fast testing will reduce the waste in design process. Furthermore, AI transfers precise data and information on materials and products' availability, condition, and accessibility which makes easy monitoring and enables remote maintenance as well as reuse, remanufacturing and repair opportunities.",http://dx.doi.org/10.1051/e3sconf/202015806002,ENGINEERING.PRODUCT,Y,intelligent product,
28,Integrating deep learning into CAD/CAE system: generative design and evaluation of 3D conceptual wheel,"Yoo, Soyoung; Lee, Sunghee; Kim, Seongsin; Hwang, Kwang Hyeon; Park, Jong Ho; Kang, Namwoo",STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,2021,"Engineering design research integrating artificial intelligence (AI) into computer-aided design (CAD) and computer-aided engineering (CAE) is actively being conducted. This study proposes a deep learning-based CAD/CAE framework in the conceptual design phase that automatically generates 3D CAD designs and evaluates their engineering performance. The proposed framework comprises seven stages: (1) 2D generative design, (2) dimensionality reduction, (3) design of experiment in latent space, (4) CAD automation, (5) CAE automation, (6) transfer learning, and (7) visualization and analysis. The proposed framework is demonstrated through a road wheel design case study and indicates that AI can be practically incorporated into an end-use product design project. Engineers and industrial designers can jointly review a large number of generated 3D CAD models by using this framework along with the engineering performance results estimated by AI and find conceptual design candidates for the subsequent detailed design stage.",http://dx.doi.org/10.1007/s00158-021-02953-9,ENGINEERING.PRODUCT,Y,sustainable design,
30,Opportunities for large language models and discourse in engineering design,"Goepfert, Jan; Weinand, Jann M.; Kuckertz, Patrick; Stolten, Detlef",ENERGY AND AI,2024,"In recent years, large language models have achieved breakthroughs on a wide range of benchmarks in natural language processing and continue to increase in performance. Recently, the advances of large language models have raised interest outside the natural language processing community and could have a large impact on daily life. In this paper, we pose the question: How will large language models and other foundation models shape the future product development process? We provide the reader with an overview of the subject by summarizing both recent advances in natural language processing and the use of information technology in the engineering design process. We argue that discourse should be regarded as the core of engineering design processes, and therefore should be represented in a digital artifact. On this basis, we describe how foundation models such as large language models could contribute to the design discourse by automating parts thereof that involve creativity and reasoning, and were previously reserved for humans. We describe how simulations, experiments, topology optimizations, and other process steps can be integrated into a machine-actionable, discourse-centric design process. As an example, we present a design discourse on the optimization of wind turbine blades. Finally, we outline the future research that will be necessary for the implementation of the conceptualized framework.",http://dx.doi.org/10.1016/j.egyai.2024.100383,ENGINEERING.PRODUCT,Y,DL-integrated CAD/CAE,
31,Applying Natural Language Processing and TRIZ Evolutionary Trends to Patent Recommendations for Product Design,"Liu, Tien-Lun; Hsieh, Ling-Hsiang; Huang, Kuan-Chun",APPLIED SCIENCES-BASEL,2022,"Featured Application The research may be applied to computer-aided innovation system to assist product design process. Traditional TRIZ theory provides methods and processes for systematic analysis on engineering problems, which can improve the efficiency of solving problems. However, the effect of solving problems is not necessarily guaranteed, and depends on the user's profession and experience. Therefore, this study proposes a methodology to apply evolutionary benefits in the 37 trend lines developed by TRIZ researchers to assist in intelligently screening relevant patents applicable to the content of the product design. In such a way, the efficiency of problem solving and product design quality may be improved more effectively. First, the patent database is used as the training dataset, words and sentences in the patent documents are analyzed through natural language processing to obtain keywords that may be related to evolutionary benefits. Using word vectors trained by Doc2vec, the semantic similarity can be calculated to obtain the similarity relationship between patent text and evolutionary benefit. Secondly, the goals of the product development project may make be related to the evolutionary benefits, and then applicable patent recommendations can be provided. The proposed methodology may achieve the purpose of intelligent design assistance to enhance the product development process and problem-solving.",http://dx.doi.org/10.3390/app121910105,ENGINEERING.PRODUCT,Y,Concept generation aid,
36,Mapping artificial intelligence-based methods to engineering design stages: a focused literature review,"Khanolkar, Pranav Milind; Vrolijk, Ademir; Olechowski, Alison",AI EDAM-ARTIFICIAL INTELLIGENCE FOR ENGINEERING DESIGN ANALYSIS AND MANUFACTURING,2023,"Engineering design has proven to be a rich context for applying artificial intelligence (AI) methods, but a categorization of such methods applied in AI-based design research works seems to be lacking. This paper presents a focused literature review of AI-based methods mapped to the different stages of the engineering design process and describes how these methods assist the design process. We surveyed 108 AI-based engineering design papers from peer-reviewed journals and conference proceedings and mapped their contribution to five stages of the engineering design process. We categorized seven AI-based methods in our dataset. Our literature study indicated that most AI-based design research works are targeted at the conceptual and preliminary design stages. Given the open-ended, ambiguous nature of these early stages, these results are unexpected. We conjecture that this is likely a result of several factors, including the iterative nature of design tasks in these stages, the availability of open design data repositories, and the inclination to use AI for processing computationally intensive tasks, like those in these stages. Our study also indicated that these methods support designers by synthesizing and/or analyzing design data, concepts, and models in the design stages. This literature review aims to provide readers with an informative mapping of different AI tools to engineering design stages and to potentially motivate engineers, design researchers, and students to understand the current state-of-the-art and identify opportunities for applying AI applications in engineering design.",http://dx.doi.org/10.1017/S0890060423000203,ENGINEERING.PRODUCT,Y,personalized product design,
37,Deep Generative Models in Engineering Design: A Review,"Regenwetter, Lyle; Nobari, Amin Heyrani; Ahmed, Faez",JOURNAL OF MECHANICAL DESIGN,2022,"Automated design synthesis has the potential to revolutionize the modern engineering design process and improve access to highly optimized and customized products across countless industries. Successfully adapting generative machine learning to design engineering may enable such automated design synthesis and is a research subject of great importance. We present a review and analysis of deep generative machine learning models in engineering design. Deep generative models (DGMs) typically leverage deep networks to learn from an input dataset and synthesize new designs. Recently, DGMs such as feedforward neural networks (NNs), generative adversarial networks (GANs), variational autoencoders (VAEs), and certain deep reinforcement learning (DRL) frameworks have shown promising results in design applications like structural optimization, materials design, and shape synthesis. The prevalence of DGMs in engineering design has skyrocketed since 2016. Anticipating the continued growth, we conduct a review of recent advances to benefit researchers interested in DGMs for design. We structure our review as an exposition of the algorithms, datasets, representation methods, and applications commonly used in the current literature. In particular, we discuss key works that have introduced new techniques and methods in DGMs, successfully applied DGMs to a design-related domain, or directly supported the development of DGMs through datasets or auxiliary methods. We further identify key challenges and limitations currently seen in DGMs across design fields, such as design creativity, handling constraints and objectives, and modeling both form and functional performance simultaneously. In our discussion, we identify possible solution pathways as key areas on which to target the future work.",http://dx.doi.org/10.1115/1.4053859,ENGINEERING.PRODUCT,Y,mapping ai methods to design tasks,
39,Co-creative Product Design with Interactive Evolutionary Algorithms: A Practice-Based Reflection,"Uusitalo, Severi; Kantosalo, Anna; Salovaara, Antti; Takala, Tapio; Guckelsberger, Christian","ARTIFICIAL INTELLIGENCE IN MUSIC, SOUND, ART AND DESIGN (EVOMUSART 2022)",2022,"Progress in AI has brought about new approaches for designing products via co-creative human-computer interaction. In architecture, interior design, and industrial design, computational methods such as evolutionary algorithms support the designer's creative process by revealing populations of generated design solutions in a parametric design space. However, the benefits and shortcomings of such algorithms for designers are not yet fully understood. This paper reports the in-depth, in-situ and longitudinal experiences of one industrial designer using an interactive evolutionary algorithm in a non-trivial creative product design task. Our study sheds light on the intricate interaction between algorithm, human designer and their environment. It identifies, amongst others, the algorithm's contributions to design inspiration and to overcoming fixation. We contribute concrete proposals for the future study of co-creative AI in design exploration and creative practice.",http://dx.doi.org/10.1007/978-3-031-03789-4_19,ENGINEERING.PRODUCT,Y,generative modeling,
44,Machine learning for engineering design toward smart customization: A systematic review,"Wang, Xingzhi; Liu, Ang; Kara, Sami",JOURNAL OF MANUFACTURING SYSTEMS,2022,"In today's manufacturing industry, companies are striving to provide customized products to maintain competitiveness. The challenge of design customization lies in the company's ability to balance product variety, responsiveness, and cost-effectiveness simultaneously. Today, the large volume of data in tandem with powerful computation capabilities has made machine learning a promising technology to address various challenges in engineering design, leading to new opportunities for customization. However, few efforts have been devoted to systemically reviewing these new methods, nor to assessing how they are aligned with customization. Against this background, this article presents a systematic literature review on machine learning for engineering design from the customization perspective. A thorough search of relevant works resulted in a total of 116 most relevant articles, based on which, different machine learning applications are mapped to corresponding design stages of an engineering design process. The potential and advantages of machine learning for fulfilling different customization requirements are discussed. Finally, some promising directions for future investigation are outlined.",http://dx.doi.org/10.1016/j.jmsy.2022.10.001,ENGINEERING.PRODUCT,Y,industrial design,
45,"Exploring the Intersection of Ergonomics, Design Thinking, and AI/ML in Design Innovation","Leao, Celina P.; Silva, Vinicius; Costa, Susana",APPLIED SYSTEM INNOVATION,2024,"This paper conducts a systematic literature review to explore the dynamic interplay among ergonomics, design thinking, and artificial intelligence (AI) or machine learning (ML). In a rapidly evolving world, the convergence of ergonomics and design Innovation plays a critical role in creating products and spaces valued for their comfort, usability, and aesthetics. Using Elicit, academic papers are identified to elucidate the relationships among these disciplines. The team reviews and selects relevant papers, employing a large language model (LLM)-enabled platform to extract key points. The analysis emphasizes the pivotal roles of ergonomics and design thinking in integrating AI and ML into product design. It underscores the enduring significance of considering user experiences and aesthetics within the AI/ML framework. The findings reveal that while AI/ML techniques enhance precision and innovation in design, integrating ergonomic principles ensures user comfort and safety. The study highlights the necessity for interdisciplinary collaboration and methodological diversity to fully harness the potential of AI and ergonomic design. Limitations include the reliance on contemporary web crawlers and the varying quality of available literature, potentially affecting the comprehensiveness of the review. Future research should focus on developing more robust search methodologies, expanding the scope of studies, and conducting longitudinal research to examine long-term impacts. Ethical implications of AI/ML in design should also be explored to ensure responsible and sustainable use of these technologies. Overall, this research contributes to a nuanced understanding of the roles played by ergonomics and design thinking in synergy with AI/ML for product design, highlighting their impact on shaping user experiences and aesthetics. Despite potential limitations, the study underscores these disciplines' resilience and lasting relevance in the evolving design field.",http://dx.doi.org/10.3390/asi7040065,ENGINEERING.PRODUCT,Y,data-driven design,
48,A Systematic Review on Social Sustainability of Artificial Intelligence in Product Design,"Lee, Keeheon",SUSTAINABILITY,2021,"Emerging technologies such as artificial intelligence help operations management achieve sustainability. However, in sustainable operations management studies, scholars pay less attention to product design, which can be highly affected by artificial intelligence. In addition, sustainability is perceived as maintaining economic development while limiting environmental harm caused by human activity. Therefore, social sustainability is treated as peripheral compared to economic and environmental sustainability. However, social sustainability now has gained more attention because it is the basis on which meaningful economic and environmental sustainability can be valid. Thus, I systematically reviewed present studies on product design considering artificial intelligence to understand what types of social sustainability are achieved when applying artificial intelligence to product design. This study discovered artificial intelligence can improve social sustainability in product design, but social sustainability diversity is necessary. These findings can contribute to the inclusion of different types of social sustainability in product design when using artificial intelligence.",http://dx.doi.org/10.3390/su13052668,ENGINEERING.PRODUCT,Y,smart home product design,
51,Machine Learning Algorithms for Improved Product Design User Experience,"Wang, Xueli; Hu, Bo",IEEE ACCESS,2024,"With the rapid advancement of technology and the increasing demand for user-centric products, the integration of machine learning techniques has become imperative. This paper explores the transformative potential of integrating Particle Swarm Optimization (PSO), Deep Reinforcement Learning (DRL), and other machine learning algorithms such as neural networks, decision trees, and support vector machines into product design processes. Our novel hybrid framework leverages PSO's global search capabilities and DRL's adaptive learning to optimize product designs in a manner that traditional methods cannot achieve. By employing predictive modeling, clustering, and recommendation systems, designers can gain valuable insights into user needs and preferences, facilitating the creation of more intuitive and personalized products. We demonstrate that this integrated approach significantly improves design efficiency and user satisfaction. Key findings include a 25% reduction in design iteration time and a 30% increase in user satisfaction scores compared to traditional optimization methods. Additionally, our methodology provides a flexible and scalable solution adaptable to various product design contexts, showcasing its broad applicability and effectiveness. The incorporation of real-time feedback mechanisms allows for continuous refinement and adaptation of product designs to meet evolving user expectations. This study contributes to the field by presenting a comprehensive, multi-technique optimization framework that bridges existing gaps and sets a new standard for user-centric product design optimization. Ultimately, this research underscores the significance of embracing machine learning as a powerful tool for revolutionizing the product design landscape and delivering superior user experiences.",http://dx.doi.org/10.1109/ACCESS.2024.3442085,ENGINEERING.PRODUCT,Y,Industrial,
52,Impacts and opportunities of deep learning in product design process: a comprehensive survey,"Luo, Jing; Feng, Linlin; Luximon, Yan",JOURNAL OF ENGINEERING DESIGN,2024,"Deep learning, a pivotal component of artificial intelligence, has witnessed significant progress in recent years, driven by advancements in technology and data processing capabilities. This progress has been particularly transformative in product design, establishing deep learning as an intelligent and innovative methodology. This study not only conducts a comprehensive analysis of the evolving landscape of deep learning applications in product design over the past decade but also addresses several key gaps identified in existing literature. To streamline the analysis, a qualitative approach is employed, utilising document coding for article classification. Bibliographic coupling and keyword co-occurrence are then applied to cluster relevant literature, revealing three distinct research directions. These clusters serve as a basis for further exploration through unsupervised learning and quantitative analysis, leading to conclusive findings. The paper begins by elucidating the core concepts of deep learning and its intersection with product design. It delves into recent applications of deep learning in this realm, highlighting their contributions to the product design process. Furthermore, the study explores the impact of deep learning-assisted design on individuals, enterprises, and the industry. The paper concludes by outlining emerging trends and potential research trajectories for integrating deep learning into design assistance, while acknowledging inherent limitations.",http://dx.doi.org/10.1080/09544828.2024.2432836,ENGINEERING.PRODUCT,Y,"review, ML in decision making",
53,Measuring the Impact of ChatGPT on Fostering Concept Generation in Innovative Product Design,"Filippi, Stefano",ELECTRONICS,2023,"The growing demand for innovative and user-centric product design has led to a growing need for effective idea generation methods. In recent years, natural language processing (NLP) tools such as ChatGPT have emerged as a promising solution for supporting idea generation in various domains. This paper investigates a framework for studying the role of ChatGPT in facilitating the ideation process in product design. This investigation measures the impact of ChatGPT on the generation of innovative concepts compared to the use of classic design methods. An overview of the state-of-the-art idea generation methods in product design opens the paper. Then, the paper highlights some hypotheses about the impact of ChatGPT on innovative product design, aiming for product augmentation by adding features. The paper then describes the design experience in which ChatGPT is used as a tool for concept generation. Finally, the paper analyzes the dataset, using precise metrics to characterize the participants' performance and compare them. This analysis allows the paper to argue about the validation/rejection of the hypotheses. The paper concludes with a discussion of the implications of the findings and some suggestions for future research. Along with the paper, the Microsoft Excel workbook used to perform the data analysis is available to the readers to perform their own data collection and analysis. The workbook UX has been carefully studied and developed to make it usable by anyone. At the same time, it should be flexible enough to manage several situations characterized by different numbers of participants, product functions to implement, and generated concepts.",http://dx.doi.org/10.3390/electronics12163535,ENGINEERING.PRODUCT,Y,DL for concept generation,
60,Overview and Trends for Application of AI Methods for Product Design,"Berisha, Brikene; Lobov, Andrei",2021 IEEE 19TH INTERNATIONAL CONFERENCE ON INDUSTRIAL INFORMATICS (INDIN),2021,"The integration and application of different AI methods such as, neural networks, fuzzy logic, ontology, genetic algorithms, and nearest neighbor help to solve distinct challenges in the product design process. Overall, these give the ability to adapt quickly to market or product changes and make each step of the production process exchange information thus the cooperative work results in an efficient and smooth process. In this paper, we overview the state of the art of different AI-driven product design methods and classify them according to the selected five schools of thought. We discuss their usage depending on the application for the product design process.",http://dx.doi.org/10.1109/INDIN45523.2021.9557531,ENGINEERING.PRODUCT,Y,AI platform for intelligent product design,
65,Digital-Twin-Aided Product Design Framework For IoT Platforms,"Wang, Chenyu; Li, Yingshu",IEEE INTERNET OF THINGS JOURNAL,2022,"The increasing number of products is the trend of current industry. However, the product development process is significantly limited by budget and testing risk. Recently, digital twin (DT) has emerged as a promising industrial paradigm that provides an integrated and cohesive view of the product design process. In this article, we propose a product design framework for Internet of Things (IoT) platforms, namely, DT-aided IoT platform design (DTIPD). This framework considers a large number of IoT devices performing different tasks with machine learning (ML) technologies. Each IoT device constructs a particular ML-based model that deals with its task automatically by feeding related data with labels. The challenges of large-scale network management and ground-truth shortage at the initial stage of product iteration are addressed. We propose a two-level hierarchical learning process using the real-time model status stored at DT servers (DTS), aiming to improve product quality while shortening the development lifecycle. The comprehensive experimental results for both the single-DTS and multiple-DTS scenarios demonstrate the applicability of our framework.",http://dx.doi.org/10.1109/JIOT.2021.3100796,ENGINEERING.PRODUCT,Y,identification of design problems,
66,Combining Deep Learning with Knowledge Graph for Design Knowledge Acquisition in Conceptual Product Design,"Huang, Yuexin; Yu, Suihuai; Chu, Jianjie; Su, Zhaojing; Cong, Yangfan; Wang, Hanyu; Fan, Hao",CMES-COMPUTER MODELING IN ENGINEERING & SCIENCES,2024,"The acquisition of valuable design knowledge from massive fragmentary data is challenging for designers in conceptual product design. This study proposes a novel method for acquiring design knowledge by combining deep learning with knowledge graph. Specifically, the design knowledge acquisition method utilises the knowledge extraction model to extract design-related entities and relations from fragmentary data, and further constructs the knowledge graph to support design knowledge acquisition for conceptual product design. Moreover, the knowledge extraction model introduces ALBERT to solve memory limitation and communication overhead in the entity extraction module, and uses multi-granularity information to overcome segmentation errors and polysemy ambiguity in the relation extraction module. Experimental comparison verified the effectiveness and accuracy of the proposed knowledge extraction model. The case study demonstrated the feasibility of the knowledge graph construction with real fragmentary porcelain data and showed the capability to provide designers with interconnected and visualised design knowledge.",http://dx.doi.org/10.32604/cmes.2023.028268,ENGINEERING.PRODUCT,Y,digital twin for personalized product,
