Index,Article_Title,Category,Reference_Text_Preview,Found,Page_Numbers,Match_Confidence,Verification_Method,Issue_Type,Full_Reference_Text,Notes,Timestamp
113,A cognitive analysis-based key concepts derivation approach for product design,"AI Assistance Types (Lee and Kim, 2025)",The proposed framework enables the integration of prior knowledge derived from multiple product desi...,Y,LOCAL,80,PARTIAL,NONE,"The proposed framework enables the integration of prior knowledge derived from multiple product design documents into the ideation process for a novel product, while the utilization of a pretrained language model serves to distill and refine the relevant information pertaining to key concepts.",Found via local text search (partial match - first 50 chars),2025-11-28T15:51:07.983871
113,A cognitive analysis-based key concepts derivation approach for product design,Data About,"In product design, textual descriptions and spoken words are also employed to offer insight into the...",Y,LOCAL,80,PARTIAL,NONE,"In product design, textual descriptions and spoken words are also employed to offer insight into the thinking process and the previous design schemes. We conduct a Design-by-Analogy based verbal protocol analysis experiment for high-speed elevators to collect verbal data and establish a design thinking corpus. Based on this, our approach is employed for key concepts derivation in product design and explore how solutions are generated to realize specific customer-required functionality.",Found via local text search (partial match - first 50 chars),2025-11-28T15:51:07.986479
125,Machine learning-based design support system for the prediction of heterogeneous machine parameters in industry 4.0,AI methods,"As the main core of the developed DesSS, we introduced different machine learning (ML) approaches ba...",Y,CANDIDATES,98,EXACT,NONE,"As the main core of the developed DesSS, we introduced different machine learning (ML) approaches based on Decision/Regression Tree, k-Nearest Neighbors, and Neighborhood Component Features Selection.",,2025-11-28T15:51:11.581790
1,DeepMorpher: deep learning-based design space dimensionality reduction for shape optimisation,Data Modality,"Manxin Chen:
Our proposed architecture is a PointNet-based encoder–decoder network, which can direct...",Y,CANDIDATES,100,EXACT,NONE,"Manxin Chen:
Our proposed architecture is a PointNet-based encoder–decoder network, which can directly be trained on 3D point-cloud geometries",,2025-11-28T15:51:22.053479
138,Research on design forms based on artificial intelligence collaboration model,Design Discipline,This study also summarizes the AIGC prompt formula for the industrial design field and proposes an i...,Y,CANDIDATES,98,EXACT,NONE,This study also summarizes the AIGC prompt formula for the industrial design field and proposes an innovative seven-step design form research method with shape finding and shape making.,,2025-11-28T15:51:22.203090
1,DeepMorpher: deep learning-based design space dimensionality reduction for shape optimisation,Design Phase,"Manxin Chen:
AI evaluates design options against specific criteria… Bayesian approach to explore the...",N,CANDIDATES,95,NONE,HALLUCINATION,"Manxin Chen:
AI evaluates design options against specific criteria… Bayesian approach to explore the solution space efficiently",,2025-11-28T15:51:24.425084
1,DeepMorpher: deep learning-based design space dimensionality reduction for shape optimisation,Data About,"Manxin Chen:
3D point-cloud geometries… simulation-ready high-quality geometries",Y,CANDIDATES,100,EXACT,NONE,"Manxin Chen:
3D point-cloud geometries… simulation-ready high-quality geometries",,2025-11-28T15:51:24.873903
138,Research on design forms based on artificial intelligence collaboration model,Design Phase,"Development: 1. Design exploration: Given the description and constraints, AI generates a vast numbe...",Y,CANDIDATES,98,EXACT,NONE,"Development: 1. Design exploration: Given the description and constraints, AI generates a vast number of design solutions within a short time, enhancing design efficiency. 2. Participatory design: Generative AI effectively enhances user participation and stimulates their creative potential. 3. Iterative optimization: AI facilitates iterative improvements in the design process, with a certain degree of randomness, ultimately influencing the outcome.",,2025-11-28T15:51:26.669340
113,A cognitive analysis-based key concepts derivation approach for product design,Design Phase,"In the development of a new product, concept generation is a crucial stage, as it determines much of...",Y,CANDIDATES,98,PARAPHRASE,NONE,"In the development of a new product, concept generation is a crucial stage, as it determines much of the cost of the product lifetime. The process of generating concepts that meet customer requirements, however, can be challenging due to incomplete information, chaotic design constraints, and complicated design iterations.",,2025-11-28T15:51:26.753529
1,DeepMorpher: deep learning-based design space dimensionality reduction for shape optimisation,AI methods,"Manxin Chen:
DeepMorpher is a PointNet-based encoder-decoder network",Y,CANDIDATES,98,PARAPHRASE,NONE,"Manxin Chen:
DeepMorpher is a PointNet-based encoder-decoder network",,2025-11-28T15:51:26.881844
138,Research on design forms based on artificial intelligence collaboration model,"AI Assistance Types (Lee and Kim, 2025)","AI synergy provides new ideas for complex morphology research, extends and complements design, and p...",Y,CANDIDATES,98,EXACT,NONE,"AI synergy provides new ideas for complex morphology research, extends and complements design, and plays a crucial role in the phases of morphology exploration, concept generation, and solution implementation, thereby assisting in the exploration of the central content of design morphology. Experimental verification is required for testing validity so that morphological laws are not only investigated conceptually but quantitatively as well.",,2025-11-28T15:51:27.004309
110,Nonlinear Time Series Fuzzy Regression for Developing Explainable Consumer Preferences' Models Based on Online Comments,"AI Assistance Types (Lee and Kim, 2025)",The purpose of the proposed approach in this article is to predict the future sentiment scores of co...,Y,CANDIDATES,95,EXACT,NONE,"The purpose of the proposed approach in this article is to predict the future sentiment scores of consumer preference. Based on the developed fuzzy dynamic consumer preferences' models, the relationship between the future sentiment scores of consumer preference as well as the product attributes and the historical sentiment scores of consumer preferences is obtained explicitly.",,2025-11-28T15:51:27.362725
113,A cognitive analysis-based key concepts derivation approach for product design,Design Practice/Task,"In the development of a new product, concept generation is a crucial stage, as it determines much of...",Y,CANDIDATES,98,EXACT,NONE,"In the development of a new product, concept generation is a crucial stage, as it determines much of the cost of the product lifetime. The process of generating concepts that meet customer requirements, however, can be challenging due to incomplete information, chaotic design constraints, and complicated design iterations. Concept generation is the process of mapping required functions into specific components with certain performance.",,2025-11-28T15:51:28.491363
1,DeepMorpher: deep learning-based design space dimensionality reduction for shape optimisation,"AI Assistance Types (Lee and Kim, 2025)","Manxin Chen:
Allows sampling and interpolation of low-dimensional latent space to generate realistic...",Y,CANDIDATES,95,PARAPHRASE,NONE,"Manxin Chen:
Allows sampling and interpolation of low-dimensional latent space to generate realistic, feasible and valid novel designs

Bayesian optimisation… uses probabilistic surrogate models… to provide posterior distribution over true function values.",,2025-11-28T15:51:28.979765
138,Research on design forms based on artificial intelligence collaboration model,Data About,The purpose of this study is to investigate the research method of design form under the collaborati...,Y,CANDIDATES,95,EXACT,NONE,"The purpose of this study is to investigate the research method of design form under the collaborative mode of artificial intelligence and verify its validity, to provide new ideas for design to carry out interdisciplinary research. This study focuses primarily on morphological research and AI synergy innovation, analysis the theoretical significance of morphological research from an existentialist perspective, combining semiotics, emphasizing the significance of morphology as implication and language that has not yet been fully captured.",,2025-11-28T15:51:30.007293
110,Nonlinear Time Series Fuzzy Regression for Developing Explainable Consumer Preferences' Models Based on Online Comments,Design Practice/Task,"Through the analysis of consumer preferences, the main relationship between consumer preferences and...",Y,CANDIDATES,78,PARAPHRASE,PARAPHRASE,"Through the analysis of consumer preferences, the main relationship between consumer preferences and product design attributes can be easily established. On the premise of the model, the design attributes of new products can be optimized by maximizing the emotional score of consumer preferences.",,2025-11-28T15:51:30.356372
113,A cognitive analysis-based key concepts derivation approach for product design,Data Modality,"Most data in product design are contained in the form of text such as design logs, documents and ver...",Y,CANDIDATES,100,EXACT,NONE,"Most data in product design are contained in the form of text such as design logs, documents and verbal descriptions (Shi, Chen, Han, & Childs, 2017).",,2025-11-28T15:51:30.774371
138,Research on design forms based on artificial intelligence collaboration model,Design Practice/Task,"AI synergy provides new ideas for complex morphology research, extends and complements design, and p...",Y,CANDIDATES,98,EXACT,NONE,"AI synergy provides new ideas for complex morphology research, extends and complements design, and plays a crucial role in the phases of morphology exploration, concept generation, and solution implementation. Development: Design exploration: Given the description and constraints, AI generates a vast number of design solutions within a short time, enhancing design efficiency. Iterative optimization: AI facilitates iterative improvements in the design process, with a certain degree of randomness, ultimately influencing the outcome.",,2025-11-28T15:51:31.611423
110,Nonlinear Time Series Fuzzy Regression for Developing Explainable Consumer Preferences' Models Based on Online Comments,Data About,"consumer preferences are not static and changing over the time. In the process of time, they will ch...",Y,CANDIDATES,85,PARAPHRASE,PARAPHRASE,"consumer preferences are not static and changing over the time. In the process of time, they will change rapidly, especially for consumables. The sentiment scores of consumer preferences in different time intervals are obtained. The sentimental scores of consumer preferences under the historical time intervals y(t−1), y(t−2),...,y(t−m) are used as a part of inputs.",,2025-11-28T15:51:32.426524
1,DeepMorpher: deep learning-based design space dimensionality reduction for shape optimisation,Design Practice/Task,"Manxin Chen:
A multi-objective hull shape optimisation for a fast catamaran",Y,CANDIDATES,95,EXACT,NONE,"Manxin Chen:
A multi-objective hull shape optimisation for a fast catamaran",,2025-11-28T15:51:33.498261
110,Nonlinear Time Series Fuzzy Regression for Developing Explainable Consumer Preferences' Models Based on Online Comments,Design Phase,"Through the analysis of consumer preferences, the main relationship between consumer preferences and...",Y,CANDIDATES,92,PARAPHRASE,NONE,"Through the analysis of consumer preferences, the main relationship between consumer preferences and product design attributes can be easily established. On the premise of the model, the design attributes of new products can be optimized by maximizing the emotional score of consumer preferences.",,2025-11-28T15:51:33.928288
53,Optimizing Product Design Using Genetic Algorithms and Artificial Intelligence Techniques,Design Discipline,"Manxin Chen:
The primary domain is product design optimization. The methodology supports engineering...",Y,CANDIDATES,95,PARAPHRASE,NONE,"Manxin Chen:
The primary domain is product design optimization. The methodology supports engineering design activities.",,2025-11-28T15:51:35.479668
53,Optimizing Product Design Using Genetic Algorithms and Artificial Intelligence Techniques,Design Phase,"Manxin Chen:
The core focus is optimizing product design to achieve predefined efficiency and constr...",Y,CANDIDATES,70,SEMANTIC,PARAPHRASE,"Manxin Chen:
The core focus is optimizing product design to achieve predefined efficiency and constraint goals, a dedicated activity of the Develop phase.",,2025-11-28T15:51:39.044329
53,Optimizing Product Design Using Genetic Algorithms and Artificial Intelligence Techniques,AI methods,"Manxin Chen:
The primary algorithm used for optimization is the Genetic Algorithm (GA). The framewor...",Y,CANDIDATES,50,SEMANTIC,HALLUCINATION,"Manxin Chen:
The primary algorithm used for optimization is the Genetic Algorithm (GA). The framework also utilizes clustering and regression techniques for model refinement.",,2025-11-28T15:51:39.264551
53,Optimizing Product Design Using Genetic Algorithms and Artificial Intelligence Techniques,Design Practice/Task,"Manxin Chen:
Optimizing Product Design Using Genetic Algorithms and Artificial Intelligence Techniqu...",Y,CANDIDATES,100,EXACT,NONE,"Manxin Chen:
Optimizing Product Design Using Genetic Algorithms and Artificial Intelligence Techniques.",,2025-11-28T15:51:40.360744
53,Optimizing Product Design Using Genetic Algorithms and Artificial Intelligence Techniques,Data Modality,"Manxin Chen:
The optimization primarily handles numerical vectors representing design solution state...",N,CANDIDATES,25,NONE,HALLUCINATION,"Manxin Chen:
The optimization primarily handles numerical vectors representing design solution states.",,2025-11-28T15:51:41.257178
53,Optimizing Product Design Using Genetic Algorithms and Artificial Intelligence Techniques,Data About,"Manxin Chen:
The core data consists of design variables (e.g., dimensional, material parameters) and...",Y,CANDIDATES,95,PARAPHRASE,PARAPHRASE,"Manxin Chen:
The core data consists of design variables (e.g., dimensional, material parameters) and fitness values (e.g., cost, performance metrics) associated with design solutions.",,2025-11-28T15:51:44.489808
53,Optimizing Product Design Using Genetic Algorithms and Artificial Intelligence Techniques,"AI Assistance Types (Lee and Kim, 2025)","Manxin Chen:
The main function of the Genetic Algorithm is the generation and continuous evolution o...",Y,CANDIDATES,78,PARAPHRASE,PARAPHRASE,"Manxin Chen:
The main function of the Genetic Algorithm is the generation and continuous evolution of new, improved design solutions",,2025-11-28T15:51:44.492483
59,Automated Extraction and Classification of Product Design Elements Based on Image Recognition,"AI Assistance Types (Lee and Kim, 2025)","Manxin Chen:
The system aims to automatically structure and categorize design knowledge based on vis...",Y,CANDIDATES,75,PARAPHRASE,PARAPHRASE,"Manxin Chen:
The system aims to automatically structure and categorize design knowledge based on visual features. This process assists designers in interpreting and comparing vast visual databases.",,2025-11-28T15:51:51.735311
59,Automated Extraction and Classification of Product Design Elements Based on Image Recognition,Design Discipline,"Manxin Chen:
The focus is on the automated processing of visual features to support product design. ...",Y,CANDIDATES,95,PARAPHRASE,NONE,"Manxin Chen:
The focus is on the automated processing of visual features to support product design. The methodology is aimed at improving efficiency in industrial design workflows.",,2025-11-28T15:51:51.751474
59,Automated Extraction and Classification of Product Design Elements Based on Image Recognition,Data Modality,"Manxin Chen:
The core input is product image data for feature recognition and classification.",Y,CANDIDATES,85,PARAPHRASE,NONE,"Manxin Chen:
The core input is product image data for feature recognition and classification.",,2025-11-28T15:51:53.469554
59,Automated Extraction and Classification of Product Design Elements Based on Image Recognition,Data About,"Manxin Chen:
The system extracts and classifies product design elements (e.g., shape, color, texture...",Y,CANDIDATES,88,PARAPHRASE,NONE,"Manxin Chen:
The system extracts and classifies product design elements (e.g., shape, color, texture) from images. The data is inherently related to the product's aesthetic and structural attributes.",,2025-11-28T15:51:54.467785
68,Goal-Directed Design Agents: Integrating Visual Imitation With One-Step Lookahead Optimization for Generative Design,Design Phase,"Manxin Chen:
The generation process involves an iterative sequence of actions to refine and construc...",Y,CANDIDATES,72,SEMANTIC,PARAPHRASE,"Manxin Chen:
The generation process involves an iterative sequence of actions to refine and construct a high-performing artifact, aligning with the detailed activity of the Develop phase.",,2025-11-28T15:51:57.109018
61,Engineering design optimisation using reinforcement learning with episodic controllers,Design Discipline,"Manxin Chen:
The research focuses on engineering design optimisation using advanced machine learning...",Y,CANDIDATES,88,PARAPHRASE,NONE,"Manxin Chen:
The research focuses on engineering design optimisation using advanced machine learning techniques. The methodology is designed to improve the search for optimal structural or mechanical components.",,2025-11-28T15:51:59.335948
68,Goal-Directed Design Agents: Integrating Visual Imitation With One-Step Lookahead Optimization for Generative Design,"AI Assistance Types (Lee and Kim, 2025)","Manxin Chen:
The agent's primary function is Generative Design, autonomously producing a sequence of...",Y,CANDIDATES,78,PARAPHRASE,NONE,"Manxin Chen:
The agent's primary function is Generative Design, autonomously producing a sequence of design actions to synthesize a new solution directed toward a goal.",,2025-11-28T15:52:00.767211
59,Automated Extraction and Classification of Product Design Elements Based on Image Recognition,AI methods,"Manxin Chen:
The central technology is Image Recognition, implemented via a Convolutional Neural Net...",Y,CANDIDATES,85,PARAPHRASE,PARAPHRASE,"Manxin Chen:
The central technology is Image Recognition, implemented via a Convolutional Neural Network (CNN). CNN is utilized for automated feature extraction and hierarchical classification of design elements",,2025-11-28T15:52:01.057823
59,Automated Extraction and Classification of Product Design Elements Based on Image Recognition,Design Practice/Task,"Manxin Chen:
The goal is to build an intelligent system that can automatically label and structure v...",N,CANDIDATES,80,NONE,HALLUCINATION,"Manxin Chen:
The goal is to build an intelligent system that can automatically label and structure visual design components for downstream conceptual search and retrieval.",,2025-11-28T15:52:01.110810
68,Goal-Directed Design Agents: Integrating Visual Imitation With One-Step Lookahead Optimization for Generative Design,Design Practice/Task,"Manxin Chen:
The key technical goal is training an agent to imitate and generalize expert human desi...",Y,CANDIDATES,85,PARAPHRASE,NONE,"Manxin Chen:
The key technical goal is training an agent to imitate and generalize expert human design strategies from visual demonstrations to improve generative capabilities.",,2025-11-28T15:52:01.500822
68,Goal-Directed Design Agents: Integrating Visual Imitation With One-Step Lookahead Optimization for Generative Design,Design Discipline,"Manxin Chen:
The research proposes Goal-Directed Design Agents for Generative Design applications. T...",Y,CANDIDATES,88,PARAPHRASE,NONE,"Manxin Chen:
The research proposes Goal-Directed Design Agents for Generative Design applications. The methodology supports the engineering design process by learning expert strategies.",,2025-11-28T15:52:01.676821
68,Goal-Directed Design Agents: Integrating Visual Imitation With One-Step Lookahead Optimization for Generative Design,Data Modality,"Manxin Chen:
The model processes the visual representation of the current design state (e.g., a pixe...",Y,CANDIDATES,72,SEMANTIC,PARAPHRASE,"Manxin Chen:
The model processes the visual representation of the current design state (e.g., a pixel grid or rendering) as input for the policy network.",,2025-11-28T15:52:01.843569
68,Goal-Directed Design Agents: Integrating Visual Imitation With One-Step Lookahead Optimization for Generative Design,Data About,"Manxin Chen:
The agents are trained using Visual Imitation, relying on datasets of expert design tra...",Y,CANDIDATES,88,PARAPHRASE,NONE,"Manxin Chen:
The agents are trained using Visual Imitation, relying on datasets of expert design trajectories (action sequences). This data captures the behavioral strategy of human designers.",,2025-11-28T15:52:01.977704
66,Innovation design oriented functional knowledge integration framework based on reinforcement learning,Design Discipline,"Manxin Chen:
The framework is oriented toward innovation design and integration of functional knowle...",Y,CANDIDATES,92,PARAPHRASE,NONE,"Manxin Chen:
The framework is oriented toward innovation design and integration of functional knowledge. The methodology supports the engineering design process.",,2025-11-28T15:52:02.493531
61,Engineering design optimisation using reinforcement learning with episodic controllers,AI methods,"Manxin Chen:
The main technique is Reinforcement Learning (RL), specifically implemented using an ar...",Y,CANDIDATES,95,PARAPHRASE,NONE,"Manxin Chen:
The main technique is Reinforcement Learning (RL), specifically implemented using an architecture incorporating episodic controllers.",,2025-11-28T15:52:02.729238
68,Goal-Directed Design Agents: Integrating Visual Imitation With One-Step Lookahead Optimization for Generative Design,AI methods,"Manxin Chen:
The core involves Visual Imitation Learning, utilizing Convolutional Neural Networks (C...",Y,CANDIDATES,70,SEMANTIC,PARAPHRASE,"Manxin Chen:
The core involves Visual Imitation Learning, utilizing Convolutional Neural Networks (CNNs) to process image states and learn expert policies.",,2025-11-28T15:52:03.304175
61,Engineering design optimisation using reinforcement learning with episodic controllers,Design Phase,"Manxin Chen:
The primary goal is optimisation, the process of refining and converging to the best so...",Y,CANDIDATES,75,SEMANTIC,PARAPHRASE,"Manxin Chen:
The primary goal is optimisation, the process of refining and converging to the best solution, which is characteristic of the Develop phase.",,2025-11-28T15:52:03.757358
59,Automated Extraction and Classification of Product Design Elements Based on Image Recognition,Design Phase,"Manxin Chen:
The extracted and classified design elements are used to inform initial concept generat...",N,CANDIDATES,25,NONE,HALLUCINATION,"Manxin Chen:
The extracted and classified design elements are used to inform initial concept generation and quickly identify aesthetic trends in existing products.",,2025-11-28T15:52:06.701761
66,Innovation design oriented functional knowledge integration framework based on reinforcement learning,AI methods,"Manxin Chen:
The core algorithm is Reinforcement Learning (RL), used to guide the sequential integra...",Y,CANDIDATES,80,PARAPHRASE,PARAPHRASE,"Manxin Chen:
The core algorithm is Reinforcement Learning (RL), used to guide the sequential integration of functional modules.",,2025-11-28T15:52:06.774678
61,Engineering design optimisation using reinforcement learning with episodic controllers,Data Modality,"Manxin Chen:
The core is sequential decision-making, where the reinforcement learning agent observes...",Y,CANDIDATES,85,PARAPHRASE,NONE,"Manxin Chen:
The core is sequential decision-making, where the reinforcement learning agent observes the environment state and selects an action, creating a sequence of states and rewards.",,2025-11-28T15:52:08.353516
61,Engineering design optimisation using reinforcement learning with episodic controllers,Design Practice/Task,"Manxin Chen:
The key technical task is training an agent to learn an optimal search policy (sequence...",Y,CANDIDATES,78,PARAPHRASE,PARAPHRASE,"Manxin Chen:
The key technical task is training an agent to learn an optimal search policy (sequence of design choices) to solve optimization problems efficiently.",,2025-11-28T15:52:08.721109
66,Innovation design oriented functional knowledge integration framework based on reinforcement learning,Design Practice/Task,"Manxin Chen:
Innovation design oriented functional knowledge integration framework based on reinforc...",Y,CANDIDATES,100,EXACT,NONE,"Manxin Chen:
Innovation design oriented functional knowledge integration framework based on reinforcement learning.",,2025-11-28T15:52:08.917052
66,Innovation design oriented functional knowledge integration framework based on reinforcement learning,"AI Assistance Types (Lee and Kim, 2025)","Manxin Chen:
The RL agent autonomously searches for and generates optimal sequences of function comb...",Y,CANDIDATES,75,SEMANTIC,PARAPHRASE,"Manxin Chen:
The RL agent autonomously searches for and generates optimal sequences of function combinations to fulfill a high-level requirement, leading to a new conceptual solution.",,2025-11-28T15:52:11.750383
61,Engineering design optimisation using reinforcement learning with episodic controllers,"AI Assistance Types (Lee and Kim, 2025)","Manxin Chen:
The RL agent acts as an autonomous decision-maker that iteratively selects and generate...",Y,CANDIDATES,78,PARAPHRASE,NONE,"Manxin Chen:
The RL agent acts as an autonomous decision-maker that iteratively selects and generates new design parameter configurations to achieve the performance goal.",,2025-11-28T15:52:11.930984
66,Innovation design oriented functional knowledge integration framework based on reinforcement learning,Data Modality,"Manxin Chen:
The initial input is unstructured natural language text detailing functional requiremen...",Y,CANDIDATES,45,PARAPHRASE,PARAPHRASE,"Manxin Chen:
The initial input is unstructured natural language text detailing functional requirements or technical specifications.",,2025-11-28T15:52:11.978354
72,Combinediff: a GenAI creative support tool for image combination exploration,Data Modality,"Manxin Chen:
The tool takes multiple visual inputs and produces a visual output.",Y,CANDIDATES,72,PARAPHRASE,PARAPHRASE,"Manxin Chen:
The tool takes multiple visual inputs and produces a visual output.",,2025-11-28T15:52:12.541952
186,User emotion recognition and indoor space interaction design: a CNN model optimized by multimodal weighted networks,AI methods,"Intherealmofdeeplearning,convolutionalneuralnetworks(CNNs)(Zhang,Zhang&Wang,2023)haveemergedasaformi...",Y,LOCAL,80,PARTIAL,NONE,"Intherealmofdeeplearning,convolutionalneuralnetworks(CNNs)(Zhang,Zhang&Wang,2023)haveemergedasaformidabletoolforimageprocessing.Theirstrengthliesinthe robust feature extraction capabilities embedded within their convolutional kernels,which have found widespread applications in tasks ranging from intricate image processing, pattern recognition, to feature extraction.",Found via local text search (partial match - first 50 chars),2025-11-28T15:52:13.282149
186,User emotion recognition and indoor space interaction design: a CNN model optimized by multimodal weighted networks,Data Modality,"For video dataset HMDB, key frames or video fragments are extracted. For the image dataset CK+, the ...",Y,LOCAL,80,PARTIAL,NONE,"For video dataset HMDB, key frames or video fragments are extracted. For the image dataset CK+, the image file is loaded directly.",Found via local text search (partial match - first 50 chars),2025-11-28T15:52:13.399994
186,User emotion recognition and indoor space interaction design: a CNN model optimized by multimodal weighted networks,"AI Assistance Types (Lee and Kim, 2025)","This classifier adeptly extracts emotional cues from various facets like mouth shape, facial express...",Y,LOCAL,80,PARTIAL,NONE,"This classifier adeptly extracts emotional cues from various facets like mouth shape, facial expressions, body language, and more, facilitating the prediction of a user's emotional state. This predictive capacity, in turn, contributes significantly to enhancing user experiences within interior interaction design. This comprehensive understanding allows for a nuanced interpretation of users' emotional states and preferences, facilitating personalized and efficient services. By monitoring users' visual responses, designers can discern which design elements evoke positive emotions like pleasure, excitement, or comfort and negative emotions such as dissatisfaction, despondency, or fatigue.",Found via local text search (partial match - first 50 chars),2025-11-28T15:52:13.468805
66,Innovation design oriented functional knowledge integration framework based on reinforcement learning,Design Phase,"Manxin Chen:
The framework aims to promote innovation design, specifically by guiding the functional...",Y,CANDIDATES,65,SEMANTIC,PARAPHRASE,"Manxin Chen:
The framework aims to promote innovation design, specifically by guiding the functional decomposition and synthesis necessary for early-stage conceptualization.",,2025-11-28T15:52:13.567123
72,Combinediff: a GenAI creative support tool for image combination exploration,Design Phase,"Manxin Chen:
The application is designed to support image combination exploration, which is a key pr...",Y,CANDIDATES,95,PARAPHRASE,NONE,"Manxin Chen:
The application is designed to support image combination exploration, which is a key process during the ideation and conceptualization phase of design.",,2025-11-28T15:52:14.134803
72,Combinediff: a GenAI creative support tool for image combination exploration,AI methods,"Manxin Chen:
The core technology is Generative AI (GenAI), specifically utilizing diffusion models f...",Y,CANDIDATES,95,PARAPHRASE,NONE,"Manxin Chen:
The core technology is Generative AI (GenAI), specifically utilizing diffusion models for image synthesis and combination.",,2025-11-28T15:52:14.977018
72,Combinediff: a GenAI creative support tool for image combination exploration,"AI Assistance Types (Lee and Kim, 2025)","Manxin Chen:
The main function is to generate novel conceptual visuals by exploring combinations of ...",Y,CANDIDATES,88,PARAPHRASE,NONE,"Manxin Chen:
The main function is to generate novel conceptual visuals by exploring combinations of input images. The tool directly supports creative synthesis.",,2025-11-28T15:52:15.043940
66,Innovation design oriented functional knowledge integration framework based on reinforcement learning,Data About,"Manxin Chen:
The system processes functional knowledge and component relationships extracted from ex...",Y,CANDIDATES,72,PARAPHRASE,PARAPHRASE,"Manxin Chen:
The system processes functional knowledge and component relationships extracted from existing products or technical literature. The data defines the structural and behavioral attributes of a product.",,2025-11-28T15:52:15.194806
72,Combinediff: a GenAI creative support tool for image combination exploration,Design Discipline,"Manxin Chen:
The research introduces a Generative AI (GenAI) creative support tool designed to assis...",Y,CANDIDATES,88,PARAPHRASE,NONE,"Manxin Chen:
The research introduces a Generative AI (GenAI) creative support tool designed to assist creative exploration. The methodology is aimed at facilitating the ideation phase of design.",,2025-11-28T15:52:15.676372
72,Combinediff: a GenAI creative support tool for image combination exploration,Data About,"Manxin Chen:
The primary input consists of multiple source images that the tool combines. The output...",Y,CANDIDATES,88,PARAPHRASE,NONE,"Manxin Chen:
The primary input consists of multiple source images that the tool combines. The output is a synthesized conceptual image.",,2025-11-28T15:52:15.954977
72,Combinediff: a GenAI creative support tool for image combination exploration,Design Practice/Task,"Manxin Chen:
systematically map and visualize the blended feature space between two input concepts f...",Y,CANDIDATES,70,PARAPHRASE,PARAPHRASE,"Manxin Chen:
systematically map and visualize the blended feature space between two input concepts for creative ideation.",,2025-11-28T15:52:20.271897
61,Engineering design optimisation using reinforcement learning with episodic controllers,Data About,"Manxin Chen:
The data consists of design parameters and performance metrics (e.g., fitness value, co...",Y,CANDIDATES,65,SEMANTIC,PARAPHRASE,"Manxin Chen:
The data consists of design parameters and performance metrics (e.g., fitness value, constraint compliance) obtained from iterative design evaluations.",,2025-11-28T15:52:24.347261
186,User emotion recognition and indoor space interaction design: a CNN model optimized by multimodal weighted networks,Data About,"Users predominantly express emotions through multiple languages, facial expressions, and body langua...",Y,CANDIDATES,100,EXACT,NONE,"Users predominantly express emotions through multiple languages, facial expressions, and body language, so relying solely on a singular perspective for emotion recognition appears limited. Our approach harnesses the user's facial expression, mouth shape, and body features extracted from the visual emotion recognition network as inputs into the multimodal weighting network.",,2025-11-28T15:52:31.587946
186,User emotion recognition and indoor space interaction design: a CNN model optimized by multimodal weighted networks,Design Practice/Task,This study introduces a deep learning-based multimodal weighting network model to address this chall...,Y,CANDIDATES,85,EXACT,PARAPHRASE,"This study introduces a deep learning-based multimodal weighting network model to address this challenge. The model initiates with a convolutional attention module, employing a self-attention mechanism within a convolutional neural network (CNN). As a result, the multimodal weighting network model is integrated to optimize weights during training. Finally, a weight network classifier is derived from these optimized weights to facilitate visual emotion recognition. Experimental outcomes reveal a 77.057% correctness rate and a 74.75% accuracy rate in visual emotion recognition.",,2025-11-28T15:52:32.800244
186,User emotion recognition and indoor space interaction design: a CNN model optimized by multimodal weighted networks,Design Discipline,"Interaction design, as a comprehensive discipline, focuses primarily on enhancing the user experienc...",Y,CANDIDATES,100,EXACT,NONE,"Interaction design, as a comprehensive discipline, focuses primarily on enhancing the user experience. Presently, interaction design within interior spaces seamlessly merges design with technology. This integration leverages cutting-edge technologies like artificial intelligence, sensors, and interactive projection, among others, facilitating the fusion of users with the interior environment. The objective is to offer interior space designs that are more accessible, interactive, and tailored to individual preferences.",,2025-11-28T15:52:34.811037
186,User emotion recognition and indoor space interaction design: a CNN model optimized by multimodal weighted networks,Design Phase,This study introduces a deep learning-based multimodal weighting network model to address this chall...,Y,CANDIDATES,85,EXACT,NONE,"This study introduces a deep learning-based multimodal weighting network model to address this challenge. The model initiates with a convolutional attention module, employing a self-attention mechanism within a convolutional neural network (CNN). As a result, the multimodal weighting network model is integrated to optimize weights during training. Finally, a weight network classifier is derived from these optimized weights to facilitate visual emotion recognition. Experimental outcomes reveal a 77.057% correctness rate and a 74.75% accuracy rate in visual emotion recognition.",,2025-11-28T15:52:38.850302
77,A PTM-Based Framework for Enhanced User Requirement Classification in Product Design,"AI Assistance Types (Lee and Kim, 2025)","Manxin Chen:
The primary function is to classify unstructured user input into structured, actionable...",Y,CANDIDATES,80,PARAPHRASE,PARAPHRASE,"Manxin Chen:
The primary function is to classify unstructured user input into structured, actionable requirement categories. This allows designers to make sense of raw feedback and prioritize design goals.",,2025-11-28T15:54:08.203205
77,A PTM-Based Framework for Enhanced User Requirement Classification in Product Design,Data Modality,"Manxin Chen:
The framework processes natural language input (user requirements) for classification.",Y,CANDIDATES,78,PARAPHRASE,PARAPHRASE,"Manxin Chen:
The framework processes natural language input (user requirements) for classification.",,2025-11-28T15:54:15.363688
