Index,Article_Title,Category,Reference_Text_Preview,Found,Page_Numbers,Match_Confidence,Verification_Method,Issue_Type,Full_Reference_Text,Notes,Timestamp
130,130_Computers as co-creative assistants. A comparative study on the use of text-to-image AI models for computer aided conceptual design,AI methods,This preliminary research presents a comparative study between Text-to-Image AI models and Shape Gra...,Y,1-5,95,EXACT,NONE,"This preliminary research presents a comparative study between Text-to-Image AI models and Shape Grammars, one of the main generative approaches to Computer Aided Conceptual Design. The introduction of Denoising Diffusion Probabilistic Models (Ho et al., 2020; Sohl-Dickstein et al., 2015), or simply diffusion models, was another crucial step in the development of image generation AI models. Diffusion models became very popular by 2022, when some of the most used AI models were made public. DALL-E2, Imagen, Midjourney, and Stable Diffusion.","First sentence found in abstract (Page 1). Remaining sentences found in Section 2.2 (Page 3). Minor formatting differences in citations (e.g., 'DALL-E2' vs 'DALL-E2 (openai.com, n.d.)') but core text matches exactly.",2025-11-07T17:22:12.186056
130,130_Computers as co-creative assistants. A comparative study on the use of text-to-image AI models for computer aided conceptual design,Design Practice/Task,This preliminary research presents a comparative study between Text-to-Image AI models and Shape Gra...,Y,1-5,100,EXACT,NONE,"This preliminary research presents a comparative study between Text-to-Image AI models and Shape Grammars, one of the main generative approaches to Computer Aided Conceptual Design. The goal is to determine to which extent AI models can reproduce or complement the performance of grammar algorithms as creative support tools for shape exploration in conceptual product design.","Found in the Abstract section on Page 1, starting with 'This preliminary research presents...' and continuing through '...conceptual product design.'",2025-11-07T17:22:15.788208
186,186_User emotion recognition and indoor space interaction design a CNN model optimized by multimodal weighted networks,"AI Assistance Types (Lee and Kim, 2025)","This classifier adeptly extracts emotional cues from various facets like mouth shape, facial express...",Y,13-17,65,FUZZY,PARAPHRASE,"This classifier adeptly extracts emotional cues from various facets like mouth shape, facial expressions, body language, and more, facilitating the prediction of a user's emotional state. This predictive capacity, in turn, contributes significantly to enhancing user experiences within interior interaction design. This comprehensive understanding allows for a nuanced interpretation of users' emotional states and preferences, facilitating personalized and efficient services. By monitoring users' visual responses, designers can discern which design elements evoke positive emotions like pleasure, excitement, or comfort and negative emotions such as dissatisfaction, despondency, or fatigue.","Last sentence found exactly on Page 15. First portion appears to be paraphrased from Page 16 discussion of facial expression, mouth shape, and body features, but not verbatim.",2025-11-07T17:22:19.320378
86,86_Ecological Design with the Use of Selected Inventive Methods including AI-Based,Design Discipline,This article presents research results on the use of inventive methods to develop an eco-friendly pr...,Y,1-5,95,FUZZY,OCR_ERROR,"This article presents research results on the use of inventive methods to develop an eco-friendly product. A household appliance was selected as the object of research. The research was conducted on a household appliance—a refrigerator. The manufacturing of household appliances, which are categorized as electrical and electronic equipment, is one of the pillars of the European economy and is undergoing continuous development.",Found in Abstract section (Page 1) and Introduction section (Page 2). First two sentences appear in Page 1 Abstract. Last two sentences appear at the beginning of Page 2 Introduction. Minor OCR spacing issues present (words run together without spaces).,2025-11-07T17:22:25.268479
186,186_User emotion recognition and indoor space interaction design a CNN model optimized by multimodal weighted networks,Data About,"Users predominantly express emotions through multiple languages, facial expressions, and body langua...",N,N/A,0,NONE,NOT_FOUND,"Users predominantly express emotions through multiple languages, facial expressions, and body language, so relying solely on a singular perspective for emotion recognition appears limited. Our approach harnesses the user's facial expression, mouth shape, and body features extracted from the visual emotion recognition network as inputs into the multimodal weighting network.",Searched all 19 pages in 5-page chunks,2025-11-07T17:22:26.817734
130,130_Computers as co-creative assistants. A comparative study on the use of text-to-image AI models for computer aided conceptual design,"AI Assistance Types (Lee and Kim, 2025)",The goal is to determine to which extent AI models can reproduce or complement the performance of gr...,Y,1-5,70,FUZZY,PARAPHRASE,"The goal is to determine to which extent AI models can reproduce or complement the performance of grammar algorithms as creative support tools for shape exploration in conceptual product design. This work constitutes a preliminary study to evaluate the possible ways in which product designers and other practitioners may make use of these generative technologies to empower their shape exploring creative processes in conceptual design stages. The application of a shape grammar requires using the inferred grammar rules to produce new concepts, by means of an iterative process.","First two sentences found exactly in Page 1 (Abstract and Introduction sections). Third sentence about 'application of a shape grammar requires using the inferred grammar rules to produce new concepts, by means of an iterative process' not found in provided excerpt (pages 1-5).",2025-11-07T17:22:27.666424
104,104_Topology Optimization of Industrial Equipment A Deep Learning Approach and Software Implement,Design Discipline,"Equipment product design is a crucial task in modern engineering, its performance and effectiveness ...",Y,1-5,100,EXACT,NONE,"Equipment product design is a crucial task in modern engineering, its performance and effectiveness directly affect the quality, efficiency and safety of industrial production. However, traditional equipment product design methods are often limited by experience and trial-and-error, suffer from time-consuming, resource-wasting and high-cost problems","Page 1, Section 1 INTRODUCTION, first paragraph. Text matches exactly with minor OCR spacing artifacts (words concatenated without spaces).",2025-11-07T17:22:39.456667
86,86_Ecological Design with the Use of Selected Inventive Methods including AI-Based,Design Practice/Task,Detaileddesign - Selectmaterialstakingintoconsiderationenvironmentalaspects. - Analyzetheproductlife...,Y,1-5,95,FUZZY,PARAPHRASE,"Detaileddesign - Selectmaterialstakingintoconsiderationenvironmentalaspects. - Analyzetheproductlifecycle. - Designtheproduct,takingintoconsiderationtheassembly anddisassembly. The designed product is highly recyclable and environmentally friendly. An ecological analysis of the designed product, including AI-based (artificial neural networks), was carried out.","Found in two separate locations: (1) Table 1 on Page 5 under 'Detailed design' stage listing the three design actions, and (2) Page 2 in the abstract section describing the designed product and ecological analysis. The reference text concatenates these non-contiguous passages.",2025-11-07T17:22:41.049296
104,104_Topology Optimization of Industrial Equipment A Deep Learning Approach and Software Implement,Data About,"Equipment product design is a crucial task in modern engineering, its performance and effectiveness ...",Y,1-5,98,EXACT,NONE,"Equipment product design is a crucial task in modern engineering, its performance and effectiveness directly affect the quality, efficiency and safety of industrial production. Topology-optimization design aims to improve the structural strength, reduce the weight, and optimize the overall performance and reliability of a product by optimizing the material distribution and structural form.","Found in Page 1, Section 1 INTRODUCTION, first two sentences of the introduction paragraph. Text matches word-for-word with only minor OCR spacing artifacts (e.g., 'Equipmentproductdesign' vs 'Equipment product design', 'effi-ciencyandsafety' vs 'efficiency and safety').",2025-11-07T17:22:45.553115
104,104_Topology Optimization of Industrial Equipment A Deep Learning Approach and Software Implement,Data Modality,"U_1, U_2, vol are merged into a three-channel image data of size [number of row nodes, number of col...",Y,1-5,95,FUZZY,OCR_ERROR,"U_1, U_2, vol are merged into a three-channel image data of size [number of row nodes, number of column nodes, 3, number of samples]. The output of the deep learning model provides the optimized structure layout under the given conditions in the form of a relative density matrix, with dimensions of 32×64","Found in Page 5, section 4.1 Generation of DataSets. The text appears with OCR errors (missing spaces between words) but content matches exactly.",2025-11-07T17:22:48.726644
104,104_Topology Optimization of Industrial Equipment A Deep Learning Approach and Software Implement,Design Phase,"Therefore, in this paper, based on the SIMP method of flexibility minimization, topology optimizatio...",Y,1-5,100,EXACT,NONE,"Therefore, in this paper, based on the SIMP method of flexibility minimization, topology optimization software for industrial equipment is first developed using PyQt. Then, samples with different boundary conditions are generated using the developed topology optimization software. Finally, the mapping relationship between the initial displacement field and the topology is established based on convolutional neural network.","Found in the ABSTRACT section on Page 1, third sentence. The text matches word-for-word.",2025-11-07T17:22:58.256694
104,104_Topology Optimization of Industrial Equipment A Deep Learning Approach and Software Implement,AI methods,the mapping relationship between the initial displacement field and the topology is established base...,Y,1-5,95,FUZZY,OCR_ERROR,"the mapping relationship between the initial displacement field and the topology is established based on convolutional neural network. The results show that the developed topology optimization software can directly give the corresponding topology structure according to the structural parameters and optimization parameters set by the user, and the established deep learning model can output the most available topology structure according to the initial displacement field of the structure.","Found in Page 1, ABSTRACT section. The text appears with minor OCR spacing issues (words run together) but content is word-for-word identical.",2025-11-07T17:22:59.164631
86,86_Ecological Design with the Use of Selected Inventive Methods including AI-Based,Design Phase,"In the study, the product was not manufactured, but only designed and the technological processes pl...",Y,5-9,60,FUZZY,PARAPHRASE,"In the study, the product was not manufactured, but only designed and the technological processes planned. The mini refrigerator has the shape of a cuboid with the dimensions of 60×40×35 cm. The design incorporated one generator and two thermostats for multiple temperature zones. A product design was developed that is highly recyclable and environmentally friendly. An ecological analysis of the designed product, including AI-based (artificial neural networks), was carried out.","First 3 sentences found EXACTLY: 'In the study, the product was not manufactured...' on page 6, 'The mini refrigerator has the shape...' on page 8, and 'The design incorporated one generator...' on page 8. However, the claim about 'ecological analysis including AI-based (artificial neural networks)' is NOT found in the provided excerpt (pages 5-9). The recyclability aspect is mentioned semantically but not in the exact phrasing.",2025-11-07T17:23:04.511589
104,104_Topology Optimization of Industrial Equipment A Deep Learning Approach and Software Implement,"AI Assistance Types (Lee and Kim, 2025)",the established deep learning model can output the most available topology structure according to th...,Y,1-5,60,FUZZY,PARAPHRASE,"the established deep learning model can output the most available topology structure according to the initial displacement field of the structure. once the neural network has been trained, it can be used to quickly and accurately predict the topology under various operating conditions.",First sentence found in abstract on page 1: 'the established deep learning model can output the most available topology structure according to the initial displacement field of the structure.' Second sentence about 'once the neural network has been trained...predict the topology under various operating conditions' not found in pages 1-5.,2025-11-07T17:23:05.531270
104,104_Topology Optimization of Industrial Equipment A Deep Learning Approach and Software Implement,Design Practice/Task,"Topology-optimization design aims to improve the structural strength, reduce the weight, and optimiz...",Y,1-5,98,EXACT,NONE,"Topology-optimization design aims to improve the structural strength, reduce the weight, and optimize the overall performance and reliability of a product by optimizing the material distribution and structural form, using numerical computation and optimization algorithms. In equipment product design, topology-optimization design has great potential to help designers and engineers overcome many challenges faced by traditional design methods.","Page 1, Introduction section, second paragraph - text matches exactly with minor PDF extraction formatting issues (spacing between words, hyphenation at line breaks, and citation references [15] and [14] inserted)",2025-11-07T17:23:09.527311
132,132_Automated Evaluation and Rating of Product Repairability Using Artificial Intelligence-Based Approaches,Data About,The first approach is a supervised learning framework that utilizes object detection on product tear...,Y,1-5,100,EXACT,NONE,"The first approach is a supervised learning framework that utilizes object detection on product teardown images to measure repairability. Transfer learning is employed with machine learning architectures such as ConvNeXt, GoogLeNet, ResNet50, and VGG16 to evaluate repairability scores. The second approach is an unsupervised learning framework that combines feature extraction and cluster learning to identify product design features and group devices with similar designs.","Page 1, abstract section, lines 7-13. The reference text appears verbatim in the paper's abstract describing the two AI approaches.",2025-11-07T17:23:15.119708
132,132_Automated Evaluation and Rating of Product Repairability Using Artificial Intelligence-Based Approaches,AI methods,The first approach is a supervised learning framework that utilizes object detection on product tear...,Y,1-5,100,EXACT,NONE,"The first approach is a supervised learning framework that utilizes object detection on product teardown images to measure repairability. Transfer learning is employed with machine learning architectures such as ConvNeXt, GoogLeNet, ResNet50, and VGG16 to evaluate repairability scores.","Found in Page 1, abstract section. The text appears verbatim in the paragraph describing the two AI-based approaches introduced in the study.",2025-11-07T17:23:20.352084
132,132_Automated Evaluation and Rating of Product Repairability Using Artificial Intelligence-Based Approaches,Design Discipline,"Product design affects the difficulty of repair [6] and influences the steps of disassembling [7], a...",Y,1-5,95,SEMANTIC,PARAPHRASE,"Product design affects the difficulty of repair [6] and influences the steps of disassembling [7], and the efficiency of the entire waste management process [8]. Besides designers, repair shops and remanufacturers also require tools to help them sort recoverable devices and deal with a wide range of end-of-use (EoU) products received in their plants. Designers have started incorporating design-for-X strategies such as design for disassembly and repair into consideration when evaluating design alternatives.","All three sentences appear verbatim in Page 1, but in different order. PDF has: (1) Designers incorporating design-for-X strategies, (2) Product design affects repair difficulty, (3) Repair shops need tools. Reference text reverses sentences 1 and 2.",2025-11-07T17:23:24.362570
132,132_Automated Evaluation and Rating of Product Repairability Using Artificial Intelligence-Based Approaches,Design Phase,this study introduces two artificial intelligence (AI) based approaches. The first approach is a sup...,Y,1-5,100,EXACT,NONE,"this study introduces two artificial intelligence (AI) based approaches. The first approach is a supervised learning framework that utilizes object detection on product teardown images to measure repairability. Transfer learning is employed with machine learning architectures such as ConvNeXt, GoogLeNet, ResNet50, and VGG16 to evaluate repairability scores. The second approach is an unsupervised learning framework that combines feature extraction and cluster learning to identify product design features and group devices with similar designs.","Page 1, abstract section - the reference text appears verbatim in the paper's abstract describing the two AI-based approaches for repairability assessment",2025-11-07T17:23:33.827268
132,132_Automated Evaluation and Rating of Product Repairability Using Artificial Intelligence-Based Approaches,"AI Assistance Types (Lee and Kim, 2025)","The proposed automatic repairability system consists of a deep learning model (e.g., ConvNeXt, GoogL...",Y,1-5,95,EXACT,PARAPHRASE,"The proposed automatic repairability system consists of a deep learning model (e.g., ConvNeXt, GoogLeNet, ResNet50, and VGG16) that gets the product teardown image as input and determines the repairability score. The proposed AI frameworks trained by experts and teardown images can be employed to evaluate the device condition and finally the decision on whether to repair or not.","First sentence found in Page 3, Section 3.1. Second sentence found at end of Page 1/beginning of Page 2. Both sentences appear word-for-word but are from different sections of the paper.",2025-11-07T17:23:35.708989
132,132_Automated Evaluation and Rating of Product Repairability Using Artificial Intelligence-Based Approaches,Design Practice/Task,Designers have started incorporating design-for-X strategies such as design for disassembly and repa...,Y,1-5,100,EXACT,NONE,"Designers have started incorporating design-for-X strategies such as design for disassembly and repair into consideration when evaluating design alternatives. Product design affects the difficulty of repair [6] and influences the steps of disassembling [7], and the efficiency of the entire waste management process [8].","Page 1, Introduction section, paragraph discussing designers' approaches to repairability assessment. Text appears verbatim with minor spacing/line-break formatting variations from PDF extraction.",2025-11-07T17:23:38.770675
86,86_Ecological Design with the Use of Selected Inventive Methods including AI-Based,AI methods,"The study used a three-layer forward neural network (Figure 4), a back propagation (BP) algorithm as...",Y,13-17,95,FUZZY,PARAPHRASE,"The study used a three-layer forward neural network (Figure 4), a back propagation (BP) algorithm as a popular gradient-based local search optimization technique, a Perceptron Linkage Optimization set for minimal multi-layer diagnostics focused on setting the mean squared error (MSE), and naive initialization techniques. An MLP-type network (multi-layer perceptron) performs a mapping of an n-dimensional input vector to an m-dimensional output signal, typically using a single hidden layer with up to 3n neurons.","Found on pages 15-16. The reference text appears nearly verbatim, but omits one sentence from the middle: 'MSE was here defined as an error between the target and the actual outputs averaged over all training examples.' The first and second sentences of the reference match exactly with the PDF text.",2025-11-07T17:23:42.238401
82,82_A Novel Approach of Integrating Natural Language Processing Techniques with Fuzzy TOPSIS for Product Evaluation,"AI Assistance Types (Lee and Kim, 2025)","Finally, by calculating the indicator weight based on the Entropy method and using the fuzzy TOPSIS ...",N,N/A,0,NONE,NOT_FOUND,"Finally, by calculating the indicator weight based on the Entropy method and using the fuzzy TOPSIS method to explore the prioritization of the product design alternatives in view of the Kansei needs of users. Moreover, the fuzzy TOPSIS method is used to complete the product priority ranking based on user preferences.",Searched all 29 pages in 5-page chunks,2025-11-07T17:24:01.401478
132,132_Automated Evaluation and Rating of Product Repairability Using Artificial Intelligence-Based Approaches,Data Modality,"To show the application of the proposed supervised learning framework, 945 teardown images of smartp...",N,N/A,0,NONE,NOT_FOUND,"To show the application of the proposed supervised learning framework, 945 teardown images of smartphones and their corresponding repairability scores have been collected from the iFixit website. In this study, a total of 66 X-ray images were collected from the iFixit website.",Searched all 10 pages in 5-page chunks,2025-11-07T17:24:16.331787
86,86_Ecological Design with the Use of Selected Inventive Methods including AI-Based,Data Modality,"Questionnaires had been developed to collect the ideas. At stage one, participants in the creativity...",N,N/A,0,NONE,NOT_FOUND,"Questionnaires had been developed to collect the ideas. At stage one, participants in the creativity session gave answers to the biased questions based on the reverse brainstorming and stimulating methods. The environmental quality assessment (EQA) is the arithmetic mean of answers to the questions shown in Table 6 (always one answer only).",Searched all 25 pages in 5-page chunks,2025-11-07T17:24:48.264413
86,86_Ecological Design with the Use of Selected Inventive Methods including AI-Based,Data About,"Fifty-four neurons were placed in the input layer, each of which was responsible for answering one q...",N,N/A,0,NONE,NOT_FOUND,"Fifty-four neurons were placed in the input layer, each of which was responsible for answering one question (one numerical parameter) from Table 6. The environmental quality assessment (EQA) is the arithmetic mean of answers to the questions shown in Table 6. Results of an environmental analysis of the product justify the actions taken to design an environmentally friendly product.",Searched all 25 pages in 5-page chunks,2025-11-07T17:24:57.775981
86,86_Ecological Design with the Use of Selected Inventive Methods including AI-Based,"AI Assistance Types (Lee and Kim, 2025)","An ecological analysis of the designed product, including AI-based (artificial neural networks), was...",N,N/A,0,NONE,NOT_FOUND,"An ecological analysis of the designed product, including AI-based (artificial neural networks), was carried out, which showed the legitimacy of the actions taken to develop an environmentally friendly product. The proposed ANN was able to quickly estimate and identify a solution to the problem of selecting/optimising the product parameters as a basic or competitive solution to a traditional IT program. To solve the overall problem, we used a single artificial neural network in which the input to the network was questions and answers (56, 57, stages: PRE-MANUFACTURING, MANUFACTURING, POST-MANUFACTURING) and the output was the class in Table 5 (EQA).",Searched all 25 pages in 5-page chunks,2025-11-07T17:25:11.943600
